invoice_id,customer_id,amount,avg_delay,median_delay,std_delay,invoice_count,payment_delay_days,invoice_date
AR0143,C001,203042,-0.5454545454545454,-1.0,1.2933395813657265,11,1,2025-06-30
AR0366,C027,478021,4.0,4.5,1.1094003924504583,14,5,2025-07-01
AR0497,C019,472008,13.941176470588236,16.0,13.320428804261962,17,-2,2025-07-02
AR0296,C037,321366,12.357142857142858,12.0,11.76439964048735,14,13,2025-07-03
AR0332,C042,51745,11.866666666666667,12.0,2.3864697976798483,15,14,2025-07-03
AR0085,C003,130140,11.285714285714286,11.5,2.5548918817579205,14,11,2025-07-03
AR0283,C019,216524,13.941176470588236,16.0,13.320428804261962,17,22,2025-07-03
AR0483,C034,55483,11.090909090909092,11.0,2.1191765124474857,11,8,2025-07-04
AR0647,C042,383210,11.866666666666667,12.0,2.3864697976798483,15,11,2025-07-04
AR0532,C002,310466,0.5454545454545454,0.0,1.5075567228888185,11,2,2025-07-04
AR0443,C033,29558,11.071428571428571,11.0,2.84102597162162,14,13,2025-07-05
AR0432,C011,215481,0.2727272727272727,1.0,1.5550504230351565,11,0,2025-07-06
AR0575,C047,420480,12.285714285714286,12.0,2.2168188275738085,21,14,2025-07-07
AR0315,C030,372755,0.2857142857142857,1.0,1.3469542361512192,21,0,2025-07-08
AR0329,C045,133911,-0.0526315789473684,0.0,1.223550580642996,19,1,2025-07-09
AR0068,C016,169415,3.6875,4.0,1.01447851956888,16,3,2025-07-09
AR0561,C049,289997,3.5625,3.5,1.2093386622447824,16,2,2025-07-09
AR0517,C024,252752,11.105263157894736,11.0,2.5580968803238875,19,9,2025-07-10
AR0017,C010,419775,0.2222222222222222,1.0,1.3017082793177757,9,-1,2025-07-11
AR0166,C044,227961,0.4285714285714285,0.5,1.5045717874984443,14,-1,2025-07-12
AR0597,C050,97477,-0.4,-1.0,1.5491933384829668,15,-1,2025-07-14
AR0673,C024,255162,11.105263157894736,11.0,2.5580968803238875,19,14,2025-07-15
AR0316,C038,451183,0.0625,0.0,1.4818344486930155,16,0,2025-07-15
AR0515,C024,317399,11.105263157894736,11.0,2.5580968803238875,19,8,2025-07-16
AR0137,C015,383829,-0.5,-1.0,1.5055453054181618,16,-1,2025-07-16
AR0467,C016,62784,3.6875,4.0,1.01447851956888,16,4,2025-07-17
AR0324,C009,257839,16.08,18.0,11.269131880199703,25,18,2025-07-18
AR0676,C035,297265,11.727272727272728,12.0,1.902151891459201,11,10,2025-07-21
AR0569,C006,284998,4.142857142857143,4.0,0.9492622930986468,14,5,2025-07-21
AR0613,C025,449065,12.1875,12.0,2.1975364995072697,16,13,2025-07-22
AR0466,C004,283196,3.333333333333333,3.5,1.3026778945578592,12,4,2025-07-22
AR0390,C015,334218,-0.5,-1.0,1.5055453054181618,16,-2,2025-07-22
AR0495,C033,447507,11.071428571428571,11.0,2.84102597162162,14,15,2025-07-23
AR0397,C005,471812,3.1739130434782608,3.0,1.1928641587313162,23,2,2025-07-23
AR0630,C003,433118,11.285714285714286,11.5,2.5548918817579205,14,15,2025-07-23
AR0004,C038,209790,0.0625,0.0,1.4818344486930155,16,-1,2025-07-24
AR0405,C038,294707,0.0625,0.0,1.4818344486930155,16,-2,2025-07-25
AR0350,C031,243490,17.642857142857142,18.5,7.088529660462227,14,1,2025-07-25
AR0040,C004,401793,3.333333333333333,3.5,1.3026778945578592,12,4,2025-07-26
AR0229,C045,162735,-0.0526315789473684,0.0,1.223550580642996,19,2,2025-07-26
AR0190,C015,382695,-0.5,-1.0,1.5055453054181618,16,-1,2025-07-27
AR0112,C020,307276,11.133333333333333,12.0,2.065591117977289,15,8,2025-07-27
AR0328,C040,166664,-0.4736842105263157,-1.0,1.4286131990551607,19,-2,2025-07-28
AR0253,C036,68868,0.3333333333333333,1.0,1.5430334996209192,15,-1,2025-07-28
AR0536,C050,451666,-0.4,-1.0,1.5491933384829668,15,2,2025-07-29
AR0239,C023,194749,16.76923076923077,15.0,8.603815492305785,13,15,2025-07-29
AR0108,C043,191013,4.055555555555555,4.5,1.109966730938747,18,5,2025-07-29
AR0433,C025,426042,12.1875,12.0,2.1975364995072697,16,13,2025-07-29
AR0321,C042,81171,11.866666666666667,12.0,2.3864697976798483,15,10,2025-07-29
AR0241,C022,383684,3.6666666666666665,3.5,1.1547005383792517,12,5,2025-07-30
AR0266,C015,42883,-0.5,-1.0,1.5055453054181618,16,0,2025-07-30
AR0088,C012,32995,-0.75,-1.0,1.2154310870109943,12,-1,2025-07-31
AR0358,C015,197697,-0.5,-1.0,1.5055453054181618,16,1,2025-07-31
AR0359,C026,402527,3.363636363636364,4.0,1.2060453783110547,11,2,2025-08-01
AR0121,C030,484590,0.2857142857142857,1.0,1.3469542361512192,21,2,2025-08-01
AR0306,C021,112085,0.3333333333333333,0.0,1.4960264830861911,15,-1,2025-08-01
AR0629,C012,482550,-0.75,-1.0,1.2154310870109943,12,-1,2025-08-02
AR0482,C037,118206,12.357142857142858,12.0,11.76439964048735,14,0,2025-08-02
AR0211,C036,337885,0.3333333333333333,1.0,1.5430334996209192,15,2,2025-08-02
AR0565,C040,150165,-0.4736842105263157,-1.0,1.4286131990551607,19,-1,2025-08-03
AR0110,C013,368614,4.25,4.5,0.8660254037844386,12,5,2025-08-04
AR0155,C018,152262,3.4,3.0,1.07496769977314,10,2,2025-08-04
AR0669,C003,200632,11.285714285714286,11.5,2.5548918817579205,14,9,2025-08-05
AR0050,C019,385214,13.941176470588236,16.0,13.320428804261962,17,30,2025-08-05
AR0038,C023,235535,16.76923076923077,15.0,8.603815492305785,13,24,2025-08-05
AR0293,C041,381923,11.357142857142858,11.5,2.4371213428059835,14,12,2025-08-06
AR0385,C043,274626,4.055555555555555,4.5,1.109966730938747,18,5,2025-08-06
AR0503,C047,61380,12.285714285714286,12.0,2.2168188275738085,21,14,2025-08-06
AR0360,C021,183852,0.3333333333333333,0.0,1.4960264830861911,15,0,2025-08-07
AR0507,C039,107369,17.555555555555557,19.0,6.064468466220084,9,23,2025-08-07
AR0105,C024,56686,11.105263157894736,11.0,2.5580968803238875,19,13,2025-08-09
AR0394,C032,112114,0.1666666666666666,0.0,1.2673044646258471,12,-1,2025-08-09
AR0387,C023,78138,16.76923076923077,15.0,8.603815492305785,13,13,2025-08-09
AR0363,C006,70627,4.142857142857143,4.0,0.9492622930986468,14,4,2025-08-10
AR0013,C019,102920,13.941176470588236,16.0,13.320428804261962,17,24,2025-08-11
AR0509,C040,163946,-0.4736842105263157,-1.0,1.4286131990551607,19,-2,2025-08-11
AR0178,C030,452922,0.2857142857142857,1.0,1.3469542361512192,21,2,2025-08-12
AR0499,C024,486347,11.105263157894736,11.0,2.5580968803238875,19,14,2025-08-12
AR0452,C047,42907,12.285714285714286,12.0,2.2168188275738085,21,14,2025-08-13
AR0513,C044,38244,0.4285714285714285,0.5,1.5045717874984443,14,-1,2025-08-13
AR0557,C011,237905,0.2727272727272727,1.0,1.5550504230351565,11,1,2025-08-14
AR0500,C048,489047,0.3333333333333333,0.0,0.7071067811865476,9,1,2025-08-14
AR0304,C020,37492,11.133333333333333,12.0,2.065591117977289,15,13,2025-08-14
AR0134,C018,60623,3.4,3.0,1.07496769977314,10,4,2025-08-14
AR0292,C005,201175,3.1739130434782608,3.0,1.1928641587313162,23,4,2025-08-15
AR0044,C005,443636,3.1739130434782608,3.0,1.1928641587313162,23,2,2025-08-15
AR0661,C034,80943,11.090909090909092,11.0,2.1191765124474857,11,11,2025-08-15
AR0129,C049,341206,3.5625,3.5,1.2093386622447824,16,5,2025-08-15
AR0115,C030,251819,0.2857142857142857,1.0,1.3469542361512192,21,-1,2025-08-15
AR0526,C046,66027,3.4545454545454546,4.0,0.9341987329938276,11,4,2025-08-16
AR0130,C036,490395,0.3333333333333333,1.0,1.5430334996209192,15,-1,2025-08-17
AR0657,C034,296914,11.090909090909092,11.0,2.1191765124474857,11,13,2025-08-17
AR0663,C033,443987,11.071428571428571,11.0,2.84102597162162,14,8,2025-08-17
AR0262,C010,302371,0.2222222222222222,1.0,1.3017082793177757,9,1,2025-08-17
AR0523,C046,132496,3.4545454545454546,4.0,0.9341987329938276,11,4,2025-08-17
AR0508,C023,42206,16.76923076923077,15.0,8.603815492305785,13,17,2025-08-17
AR0042,C035,93495,11.727272727272728,12.0,1.902151891459201,11,14,2025-08-18
AR0345,C031,427904,17.642857142857142,18.5,7.088529660462227,14,18,2025-08-18
AR0213,C025,496317,12.1875,12.0,2.1975364995072697,16,15,2025-08-19
AR0563,C018,149980,3.4,3.0,1.07496769977314,10,3,2025-08-19
AR0463,C018,494641,3.4,3.0,1.07496769977314,10,3,2025-08-19
AR0579,C033,420767,11.071428571428571,11.0,2.84102597162162,14,12,2025-08-19
AR0194,C045,162038,-0.0526315789473684,0.0,1.223550580642996,19,0,2025-08-21
AR0556,C020,58258,11.133333333333333,12.0,2.065591117977289,15,8,2025-08-21
AR0380,C027,198727,4.0,4.5,1.1094003924504583,14,3,2025-08-21
AR0222,C045,57318,-0.0526315789473684,0.0,1.223550580642996,19,-1,2025-08-21
AR0243,C003,66168,11.285714285714286,11.5,2.5548918817579205,14,13,2025-08-21
AR0127,C008,89908,0.5,0.5,1.0801234497346437,10,1,2025-08-22
AR0264,C025,188704,12.1875,12.0,2.1975364995072697,16,11,2025-08-22
AR0586,C034,98087,11.090909090909092,11.0,2.1191765124474857,11,10,2025-08-22
AR0637,C047,359888,12.285714285714286,12.0,2.2168188275738085,21,12,2025-08-23
AR0001,C042,94905,11.866666666666667,12.0,2.3864697976798483,15,12,2025-08-23
AR0254,C008,81586,0.5,0.5,1.0801234497346437,10,-1,2025-08-25
AR0181,C016,318765,3.6875,4.0,1.01447851956888,16,5,2025-08-26
AR0320,C041,496781,11.357142857142858,11.5,2.4371213428059835,14,12,2025-08-26
AR0538,C029,376572,0.0625,0.0,1.2893796958227628,16,2,2025-08-27
AR0533,C024,441350,11.105263157894736,11.0,2.5580968803238875,19,10,2025-08-28
AR0009,C039,297408,17.555555555555557,19.0,6.064468466220084,9,11,2025-08-28
AR0273,C005,429744,3.1739130434782608,3.0,1.1928641587313162,23,4,2025-08-29
AR0484,C025,42824,12.1875,12.0,2.1975364995072697,16,14,2025-08-29
AR0267,C048,389742,0.3333333333333333,0.0,0.7071067811865476,9,1,2025-08-31
AR0594,C039,159214,17.555555555555557,19.0,6.064468466220084,9,9,2025-08-31
AR0116,C033,436145,11.071428571428571,11.0,2.84102597162162,14,10,2025-08-31
AR0036,C016,443360,3.6875,4.0,1.01447851956888,16,5,2025-08-31
AR0188,C045,412434,-0.0526315789473684,0.0,1.223550580642996,19,1,2025-09-01
AR0131,C048,294360,0.3333333333333333,0.0,0.7071067811865476,9,0,2025-09-01
AR0625,C042,310868,11.866666666666667,12.0,2.3864697976798483,15,11,2025-09-01
AR0604,C043,339826,4.055555555555555,4.5,1.109966730938747,18,5,2025-09-02
AR0643,C009,218108,16.08,18.0,11.269131880199703,25,10,2025-09-02
AR0652,C009,115359,16.08,18.0,11.269131880199703,25,24,2025-09-02
AR0054,C038,326183,0.0625,0.0,1.4818344486930155,16,2,2025-09-02
AR0205,C031,288571,17.642857142857142,18.5,7.088529660462227,14,16,2025-09-03
AR0491,C045,403892,-0.0526315789473684,0.0,1.223550580642996,19,-1,2025-09-03
AR0535,C026,339957,3.363636363636364,4.0,1.2060453783110547,11,5,2025-09-03
AR0047,C032,151874,0.1666666666666666,0.0,1.2673044646258471,12,1,2025-09-04
AR0607,C040,138921,-0.4736842105263157,-1.0,1.4286131990551607,19,-1,2025-09-05
AR0198,C014,189709,4.0,4.0,0.6324555320336759,6,4,2025-09-05
AR0256,C027,307715,4.0,4.5,1.1094003924504583,14,3,2025-09-05
AR0250,C045,96211,-0.0526315789473684,0.0,1.223550580642996,19,-2,2025-09-06
AR0445,C050,138765,-0.4,-1.0,1.5491933384829668,15,-1,2025-09-06
AR0034,C043,152169,4.055555555555555,4.5,1.109966730938747,18,3,2025-09-06
AR0051,C043,116331,4.055555555555555,4.5,1.109966730938747,18,3,2025-09-07
AR0277,C041,548985,11.357142857142858,11.5,2.4371213428059835,14,8,2025-09-07
AR0183,C012,150892,-0.75,-1.0,1.2154310870109943,12,0,2025-09-07
AR0076,C033,174407,11.071428571428571,11.0,2.84102597162162,14,8,2025-09-08
AR0173,C027,86631,4.0,4.5,1.1094003924504583,14,5,2025-09-08
AR0590,C035,450320,11.727272727272728,12.0,1.902151891459201,11,12,2025-09-08
AR0238,C041,78012,11.357142857142858,11.5,2.4371213428059835,14,15,2025-09-09
AR0524,C045,143693,-0.0526315789473684,0.0,1.223550580642996,19,-2,2025-09-09
AR0230,C035,286937,11.727272727272728,12.0,1.902151891459201,11,9,2025-09-10
AR0299,C039,525144,17.555555555555557,19.0,6.064468466220084,9,13,2025-09-12
AR0478,C008,382792,0.5,0.5,1.0801234497346437,10,2,2025-09-13
AR0247,C040,400078,-0.4736842105263157,-1.0,1.4286131990551607,19,1,2025-09-13
AR0308,C034,573769,11.090909090909092,11.0,2.1191765124474857,11,12,2025-09-14
AR0601,C027,490254,4.0,4.5,1.1094003924504583,14,5,2025-09-14
AR0547,C006,409471,4.142857142857143,4.0,0.9492622930986468,14,3,2025-09-15
AR0688,C009,197405,16.08,18.0,11.269131880199703,25,9,2025-09-15
AR0541,C028,572096,10.7,11.0,1.9465068427541912,10,8,2025-09-15
AR0659,C036,144886,0.3333333333333333,1.0,1.5430334996209192,15,2,2025-09-16
AR0635,C009,305183,16.08,18.0,11.269131880199703,25,12,2025-09-16
AR0355,C030,388030,0.2857142857142857,1.0,1.3469542361512192,21,1,2025-09-16
AR0447,C007,487783,0.6153846153846154,1.0,1.1929278784054478,13,2,2025-09-17
AR0260,C022,184086,3.6666666666666665,3.5,1.1547005383792517,12,2,2025-09-17
AR0016,C041,390166,11.357142857142858,11.5,2.4371213428059835,14,11,2025-09-17
AR0530,C024,158202,11.105263157894736,11.0,2.5580968803238875,19,9,2025-09-18
AR0005,C009,320555,16.08,18.0,11.269131880199703,25,0,2025-09-18
AR0408,C005,404790,3.1739130434782608,3.0,1.1928641587313162,23,2,2025-09-19
AR0409,C034,139910,11.090909090909092,11.0,2.1191765124474857,11,13,2025-09-19
AR0511,C024,506005,11.105263157894736,11.0,2.5580968803238875,19,10,2025-09-20
AR0641,C028,220717,10.7,11.0,1.9465068427541912,10,9,2025-09-21
AR0033,C005,166499,3.1739130434782608,3.0,1.1928641587313162,23,4,2025-09-21
AR0027,C029,295214,0.0625,0.0,1.2893796958227628,16,-2,2025-09-22
AR0502,C024,183813,11.105263157894736,11.0,2.5580968803238875,19,9,2025-09-23
AR0236,C031,415814,17.642857142857142,18.5,7.088529660462227,14,23,2025-09-23
AR0542,C008,115257,0.5,0.5,1.0801234497346437,10,0,2025-09-23
AR0544,C023,562577,16.76923076923077,15.0,8.603815492305785,13,13,2025-09-23
AR0521,C032,256325,0.1666666666666666,0.0,1.2673044646258471,12,2,2025-09-23
AR0691,C043,156273,4.055555555555555,4.5,1.109966730938747,18,5,2025-09-24
AR0133,C050,315178,-0.4,-1.0,1.5491933384829668,15,-1,2025-09-24
AR0176,C047,415181,12.285714285714286,12.0,2.2168188275738085,21,12,2025-09-25
AR0060,C037,213748,12.357142857142858,12.0,11.76439964048735,14,11,2025-09-25
AR0596,C011,402258,0.2727272727272727,1.0,1.5550504230351565,11,2,2025-09-26
AR0431,C029,338180,0.0625,0.0,1.2893796958227628,16,2,2025-09-26
AR0448,C048,45758,0.3333333333333333,0.0,0.7071067811865476,9,0,2025-09-27
AR0458,C033,275422,11.071428571428571,11.0,2.84102597162162,14,10,2025-09-28
AR0018,C035,23343,11.727272727272728,12.0,1.902151891459201,11,13,2025-09-29
AR0379,C006,152709,4.142857142857143,4.0,0.9492622930986468,14,5,2025-09-29
AR0128,C043,359992,4.055555555555555,4.5,1.109966730938747,18,4,2025-09-29
AR0395,C025,447264,12.1875,12.0,2.1975364995072697,16,11,2025-09-30
AR0022,C005,484744,3.1739130434782608,3.0,1.1928641587313162,23,3,2025-09-30
AR0276,C044,285004,0.4285714285714285,0.5,1.5045717874984443,14,0,2025-10-01
AR0455,C015,189010,-0.5,-1.0,1.5055453054181618,16,0,2025-10-01
AR0201,C046,112274,3.4545454545454546,4.0,0.9341987329938276,11,4,2025-10-01
AR0011,C044,537778,0.4285714285714285,0.5,1.5045717874984443,14,0,2025-10-02
AR0573,C019,31573,13.941176470588236,16.0,13.320428804261962,17,1,2025-10-02
AR0655,C049,572618,3.5625,3.5,1.2093386622447824,16,3,2025-10-03
AR0697,C012,348738,-0.75,-1.0,1.2154310870109943,12,-1,2025-10-03
AR0104,C034,494143,11.090909090909092,11.0,2.1191765124474857,11,11,2025-10-03
AR0144,C027,535486,4.0,4.5,1.1094003924504583,14,3,2025-10-03
AR0177,C040,553975,-0.4736842105263157,-1.0,1.4286131990551607,19,1,2025-10-03
AR0307,C009,623372,16.08,18.0,11.269131880199703,25,18,2025-10-04
AR0687,C015,174084,-0.5,-1.0,1.5055453054181618,16,-2,2025-10-04
AR0528,C036,223902,0.3333333333333333,1.0,1.5430334996209192,15,0,2025-10-05
AR0069,C029,505514,0.0625,0.0,1.2893796958227628,16,0,2025-10-06
AR0679,C044,315074,0.4285714285714285,0.5,1.5045717874984443,14,2,2025-10-06
AR0634,C042,383360,11.866666666666667,12.0,2.3864697976798483,15,15,2025-10-06
AR0554,C041,223432,11.357142857142858,11.5,2.4371213428059835,14,12,2025-10-07
AR0606,C022,267472,3.6666666666666665,3.5,1.1547005383792517,12,4,2025-10-07
AR0193,C028,251457,10.7,11.0,1.9465068427541912,10,13,2025-10-09
AR0654,C045,648138,-0.0526315789473684,0.0,1.223550580642996,19,1,2025-10-09
AR0624,C001,133647,-0.5454545454545454,-1.0,1.2933395813657265,11,1,2025-10-09
AR0257,C030,124584,0.2857142857142857,1.0,1.3469542361512192,21,1,2025-10-10
AR0083,C038,126935,0.0625,0.0,1.4818344486930155,16,1,2025-10-10
AR0073,C048,131948,0.3333333333333333,0.0,0.7071067811865476,9,0,2025-10-11
AR0071,C043,230048,4.055555555555555,4.5,1.109966730938747,18,2,2025-10-11
AR0192,C031,387861,17.642857142857142,18.5,7.088529660462227,14,17,2025-10-11
AR0187,C032,542744,0.1666666666666666,0.0,1.2673044646258471,12,-1,2025-10-12
AR0364,C009,66881,16.08,18.0,11.269131880199703,25,30,2025-10-12
AR0582,C022,275187,3.6666666666666665,3.5,1.1547005383792517,12,3,2025-10-13
AR0608,C018,229448,3.4,3.0,1.07496769977314,10,3,2025-10-13
AR0700,C027,387228,4.0,4.5,1.1094003924504583,14,3,2025-10-13
AR0396,C033,593992,11.071428571428571,11.0,2.84102597162162,14,13,2025-10-14
AR0440,C020,282734,11.133333333333333,12.0,2.065591117977289,15,13,2025-10-14
AR0577,C037,158671,12.357142857142858,12.0,11.76439964048735,14,18,2025-10-15
AR0658,C005,102477,3.1739130434782608,3.0,1.1928641587313162,23,2,2025-10-16
AR0665,C030,65351,0.2857142857142857,1.0,1.3469542361512192,21,2,2025-10-16
AR0065,C040,94143,-0.4736842105263157,-1.0,1.4286131990551607,19,-2,2025-10-16
AR0415,C049,543912,3.5625,3.5,1.2093386622447824,16,5,2025-10-16
AR0377,C010,474028,0.2222222222222222,1.0,1.3017082793177757,9,1,2025-10-17
AR0416,C044,464245,0.4285714285714285,0.5,1.5045717874984443,14,2,2025-10-17
AR0639,C019,485654,13.941176470588236,16.0,13.320428804261962,17,7,2025-10-18
AR0382,C050,432369,-0.4,-1.0,1.5491933384829668,15,-2,2025-10-18
