invoice_id,customer_id,invoice_date,amount,avg_delay,median_delay,std_delay,invoice_count,payment_delay_days
AR0680,C025,2025-04-28,149767,10.0,10.0,0.0,2.0,15
AR0049,C025,2025-05-16,431078,11.666666666666666,10.0,2.886751345948129,3.0,15
AR0153,C025,2025-06-17,150615,12.5,12.5,2.886751345948129,4.0,15
AR0613,C025,2025-07-22,449065,13.0,15.0,2.738612787525831,5.0,13
AR0433,C025,2025-07-29,426042,13.0,14.0,2.4494897427831783,6.0,13
AR0213,C025,2025-08-19,496317,13.0,13.0,2.23606797749979,7.0,15
AR0264,C025,2025-08-22,188704,13.25,14.0,2.1876275473019366,8.0,11
AR0484,C025,2025-08-29,42824,13.0,13.0,2.179449471770337,9.0,14
AR0395,C025,2025-09-30,447264,13.1,13.5,2.0789954839350235,10.0,11
AR0102,C025,2025-10-23,155552,12.909090909090908,13.0,2.0714509627092528,11.0,12
AR0141,C025,2025-10-27,500050,12.833333333333334,13.0,1.992409839791244,12.0,8
AR0354,C025,2025-11-02,387613,12.461538461538462,13.0,2.331501112137293,13.0,12
AR0287,C025,2025-11-14,491606,12.428571428571429,12.5,2.2434275189912047,14.0,11
AR0268,C025,2025-12-06,566074,12.333333333333334,12.0,2.193062655175134,15.0,10
AR0123,C026,2025-05-05,97369,5.768571428571429,5.768571428571429,0.0,0.0,2
AR0406,C026,2025-06-08,472668,2.0,2.0,0.0,1.0,4
AR0519,C026,2025-06-10,414639,3.0,3.0,1.4142135623730951,2.0,4
AR0095,C026,2025-06-18,190978,3.3333333333333335,4.0,1.1547005383792515,3.0,2
AR0359,C026,2025-08-01,402527,3.0,3.0,1.1547005383792515,4.0,2
AR0535,C026,2025-09-03,339957,2.8,2.0,1.0954451150103321,5.0,5
AR0150,C026,2025-10-31,410673,3.1666666666666665,3.0,1.3291601358251257,6.0,2
AR0588,C026,2025-11-12,529900,3.0,2.0,1.2909944487358056,7.0,4
AR0642,C026,2025-12-09,91011,3.125,3.0,1.246423454758225,8.0,3
AR0097,C026,2025-12-14,601017,3.111111111111111,3.0,1.1666666666666667,9.0,4
AR0400,C026,2025-12-30,462303,3.2,3.5,1.1352924243950933,10.0,5
AR0246,C027,2025-01-28,118347,5.768571428571429,5.768571428571429,0.0,0.0,4
AR0140,C027,2025-02-01,128440,4.0,4.0,0.0,1.0,5
AR0696,C027,2025-03-18,203811,4.5,4.5,0.7071067811865476,2.0,5
AR0600,C027,2025-03-19,271986,4.666666666666667,5.0,0.5773502691896257,3.0,3
AR0386,C027,2025-05-20,133020,4.25,4.5,0.9574271077563382,4.0,2
AR0139,C027,2025-06-19,350156,3.8,4.0,1.3038404810405297,5.0,5
AR0622,C027,2025-06-19,455517,4.0,4.5,1.2649110640673518,6.0,5
AR0366,C027,2025-07-01,478021,4.142857142857143,5.0,1.2149857925879117,7.0,5
AR0380,C027,2025-08-21,198727,4.25,5.0,1.164964745021435,8.0,3
AR0256,C027,2025-09-05,307715,4.111111111111111,5.0,1.1666666666666667,9.0,3
AR0173,C027,2025-09-08,86631,4.0,4.5,1.1547005383792515,10.0,5
AR0601,C027,2025-09-14,490254,4.090909090909091,5.0,1.1361818036340359,11.0,5
AR0144,C027,2025-10-03,535486,4.166666666666667,5.0,1.1146408580454255,12.0,3
AR0700,C027,2025-10-13,387228,4.076923076923077,5.0,1.1151635501529558,13.0,3
AR0398,C028,2025-01-10,261043,5.768571428571429,5.768571428571429,0.0,0.0,9
AR0464,C028,2025-02-16,497366,9.0,9.0,0.0,1.0,11
AR0404,C028,2025-02-24,147567,10.0,10.0,1.4142135623730951,2.0,14
AR0224,C028,2025-02-28,305507,11.333333333333334,11.0,2.516611478423583,3.0,11
AR0574,C028,2025-03-10,555059,11.25,11.0,2.06155281280883,4.0,12
AR0025,C028,2025-04-19,302746,11.4,11.0,1.8165902124584947,5.0,11
AR0541,C028,2025-09-15,572096,11.333333333333334,11.0,1.6329931618554518,6.0,8
AR0641,C028,2025-09-21,220717,10.857142857142858,11.0,1.9518001458970664,7.0,9
AR0193,C028,2025-10-09,251457,10.625,11.0,1.9226098333849673,8.0,13
AR0171,C028,2025-12-05,278570,10.88888888888889,11.0,1.964971020425266,9.0,9
AR0189,C029,2025-01-09,68786,5.768571428571429,5.768571428571429,0.0,0.0,0
AR0418,C029,2025-02-04,265849,0.0,0.0,0.0,1.0,1
AR0271,C029,2025-02-21,295749,0.5,0.5,0.7071067811865476,2.0,1
AR0228,C029,2025-03-05,305591,0.6666666666666666,1.0,0.5773502691896258,3.0,0
AR0281,C029,2025-03-27,441434,0.5,0.5,0.5773502691896257,4.0,0
AR0330,C029,2025-05-01,468502,0.4,0.0,0.5477225575051661,5.0,0
AR0645,C029,2025-05-17,192818,0.3333333333333333,0.0,0.5163977794943222,6.0,0
AR0465,C029,2025-06-28,39079,0.2857142857142857,0.0,0.4879500364742666,7.0,1
AR0538,C029,2025-08-27,376572,0.375,0.0,0.5175491695067657,8.0,2
AR0027,C029,2025-09-22,295214,0.5555555555555556,0.0,0.7264831572567789,9.0,-2
AR0431,C029,2025-09-26,338180,0.3,0.0,1.0593499054713802,10.0,2
AR0069,C029,2025-10-06,505514,0.45454545454545453,0.0,1.1281521496355322,11.0,0
AR0426,C029,2025-10-20,470275,0.4166666666666667,0.0,1.0836246694508316,12.0,-1
AR0685,C029,2025-11-03,484032,0.3076923076923077,0.0,1.109400392450458,13.0,-2
AR0454,C029,2025-11-09,220199,0.14285714285714285,0.0,1.2314558524297639,14.0,1
AR0472,C029,2025-11-12,29578,0.2,0.0,1.2071217242444348,15.0,-2
AR0126,C030,2025-01-26,312241,5.768571428571429,5.768571428571429,0.0,0.0,-1
AR0699,C030,2025-01-30,314852,-1.0,-1.0,0.0,1.0,1
AR0311,C030,2025-02-08,93797,0.0,0.0,1.4142135623730951,2.0,-1
AR0664,C030,2025-03-09,332452,-0.3333333333333333,-1.0,1.1547005383792517,3.0,1
AR0152,C030,2025-04-04,46363,0.0,0.0,1.1547005383792515,4.0,0
AR0558,C030,2025-04-15,198358,0.0,0.0,1.0,5.0,2
AR0457,C030,2025-05-25,427961,0.3333333333333333,0.5,1.2110601416389968,6.0,1
AR0294,C030,2025-06-04,143114,0.42857142857142855,1.0,1.1338934190276817,7.0,1
AR0315,C030,2025-07-08,372755,0.5,1.0,1.0690449676496976,8.0,0
AR0121,C030,2025-08-01,484590,0.4444444444444444,1.0,1.0137937550497034,9.0,2
AR0178,C030,2025-08-12,452922,0.6,1.0,1.07496769977314,10.0,2
AR0115,C030,2025-08-15,251819,0.7272727272727273,1.0,1.1037127426019047,11.0,-1
AR0355,C030,2025-09-16,388030,0.5833333333333334,1.0,1.164500152881315,12.0,1
AR0257,C030,2025-10-10,124584,0.6153846153846154,1.0,1.1208970766356101,13.0,1
AR0665,C030,2025-10-16,65351,0.6428571428571429,1.0,1.0818177620697815,14.0,2
AR0425,C030,2025-10-25,403807,0.7333333333333333,1.0,1.0997835284835873,15.0,-2
AR0289,C030,2025-11-23,199104,0.5625,1.0,1.2632629707758134,16.0,1
AR0349,C030,2025-11-26,47230,0.5882352941176471,1.0,1.227743027337753,17.0,-2
AR0666,C030,2025-12-11,575972,0.4444444444444444,1.0,1.3382263161373769,18.0,0
AR0403,C030,2025-12-20,272629,0.42105263157894735,1.0,1.304513083861144,19.0,-2
AR0162,C030,2025-12-25,200648,0.3,1.0,1.3803127029389886,20.0,0
AR0591,C031,2025-01-09,213125,5.768571428571429,5.768571428571429,0.0,0.0,16
AR0156,C031,2025-01-10,412704,16.0,16.0,0.0,1.0,29
AR0671,C031,2025-01-17,170518,22.5,22.5,9.192388155425117,2.0,21
AR0295,C031,2025-02-24,144364,22.0,21.0,6.557438524302,3.0,19
AR0456,C031,2025-04-10,212854,21.25,20.0,5.560275772537426,4.0,23
AR0092,C031,2025-04-24,124633,21.6,21.0,4.878524367060187,5.0,24
AR0555,C031,2025-05-06,441888,22.0,22.0,4.47213595499958,6.0,20
AR0611,C031,2025-06-28,360934,21.714285714285715,21.0,4.15187851918806,7.0,12
AR0350,C031,2025-07-25,243490,20.5,20.5,5.154748157905347,8.0,1
AR0345,C031,2025-08-18,427904,18.333333333333332,20.0,8.093207028119323,9.0,18
AR0205,C031,2025-09-03,288571,18.3,19.5,7.631076813486635,10.0,16
AR0236,C031,2025-09-23,415814,18.09090909090909,19.0,7.272613635475838,11.0,23
AR0192,C031,2025-10-11,387861,18.5,19.5,7.077493136055244,12.0,17
AR0161,C031,2025-12-09,103964,18.384615384615383,19.0,6.788942744621108,13.0,8
AR0019,C032,2025-01-10,78650,5.768571428571429,5.768571428571429,0.0,0.0,0
AR0146,C032,2025-01-15,223873,0.0,0.0,0.0,1.0,0
AR0269,C032,2025-01-19,86189,0.0,0.0,0.0,2.0,2
AR0145,C032,2025-04-23,163096,0.6666666666666666,0.0,1.1547005383792517,3.0,1
AR0255,C032,2025-05-30,286795,0.75,0.5,0.9574271077563382,4.0,0
AR0568,C032,2025-06-07,322879,0.6,0.0,0.8944271909999159,5.0,-2
AR0394,C032,2025-08-09,112114,0.16666666666666666,0.0,1.3291601358251257,6.0,-1
AR0047,C032,2025-09-04,151874,0.0,0.0,1.2909944487358054,7.0,1
AR0521,C032,2025-09-23,256325,0.125,0.0,1.2464234547582247,8.0,2
AR0187,C032,2025-10-12,542744,0.3333333333333333,0.0,1.3228756555322951,9.0,-1
AR0288,C032,2025-10-26,123544,0.2,0.0,1.3165611772087666,10.0,-1
AR0351,C032,2025-12-31,646028,0.09090909090909091,0.0,1.300349603340998,11.0,1
AR0245,C033,2025-01-01,364803,5.768571428571429,5.768571428571429,0.0,0.0,15
AR0584,C033,2025-01-21,43752,15.0,15.0,0.0,1.0,8
AR0015,C033,2025-02-24,476402,11.5,11.5,4.949747468305833,2.0,12
AR0347,C033,2025-04-24,342493,11.666666666666666,12.0,3.5118845842842465,3.0,8
AR0443,C033,2025-07-05,29558,10.75,10.0,3.4034296427770228,4.0,13
AR0495,C033,2025-07-23,447507,11.2,12.0,3.1144823004794877,5.0,15
AR0663,C033,2025-08-17,443987,11.833333333333334,12.5,3.188521078284832,6.0,8
AR0579,C033,2025-08-19,420767,11.285714285714286,12.0,3.251373336211726,7.0,12
AR0116,C033,2025-08-31,436145,11.375,12.0,3.020761493398643,8.0,10
AR0076,C033,2025-09-08,174407,11.222222222222221,12.0,2.8625940062196116,9.0,8
AR0458,C033,2025-09-28,275422,10.9,11.0,2.884826203122507,10.0,10
AR0396,C033,2025-10-14,593992,10.818181818181818,10.0,2.7502066038093145,11.0,13
AR0346,C033,2025-10-31,100327,11.0,11.0,2.696799449852968,12.0,15
AR0172,C033,2025-11-28,258573,11.307692307692308,12.0,2.8102376941169758,13.0,8
AR0344,C034,2025-02-28,410943,5.768571428571429,5.768571428571429,0.0,0.0,9
AR0603,C034,2025-04-17,314066,9.0,9.0,0.0,1.0,13
AR0695,C034,2025-06-13,442825,11.0,11.0,2.8284271247461903,2.0,14
AR0483,C034,2025-07-04,55483,12.0,13.0,2.6457513110645907,3.0,8
AR0661,C034,2025-08-15,80943,11.0,11.0,2.943920288775949,4.0,11
AR0657,C034,2025-08-17,296914,11.0,11.0,2.5495097567963922,5.0,13
AR0586,C034,2025-08-22,98087,11.333333333333334,12.0,2.422120283277993,6.0,10
AR0308,C034,2025-09-14,573769,11.142857142857142,11.0,2.2677868380553634,7.0,12
AR0409,C034,2025-09-19,139910,11.25,11.5,2.1213203435596424,8.0,13
AR0104,C034,2025-10-03,494143,11.444444444444445,12.0,2.068278940998476,9.0,11
AR0389,C034,2025-12-08,236210,11.4,11.5,1.955050439815357,10.0,8
AR0082,C035,2025-01-19,457568,5.768571428571429,5.768571428571429,0.0,0.0,13
AR0670,C035,2025-01-31,488828,13.0,13.0,0.0,1.0,9
AR0136,C035,2025-02-11,92547,11.0,11.0,2.8284271247461903,2.0,10
AR0660,C035,2025-03-18,122203,10.666666666666666,10.0,2.0816659994661326,3.0,13
AR0066,C035,2025-04-20,285229,11.25,11.5,2.0615528128088303,4.0,12
AR0003,C035,2025-05-15,411650,11.4,12.0,1.816590212458495,5.0,14
AR0676,C035,2025-07-21,297265,11.833333333333334,12.5,1.9407902170679514,6.0,10
AR0042,C035,2025-08-18,93495,11.571428571428571,12.0,1.9023794624226835,7.0,14
AR0590,C035,2025-09-08,450320,11.875,12.5,1.9594095320493143,8.0,12
AR0230,C035,2025-09-10,286937,11.88888888888889,12.0,1.833333333333333,9.0,9
AR0018,C035,2025-09-29,23343,11.6,12.0,1.955050439815357,10.0,13
AR0010,C036,2025-01-06,376664,5.768571428571429,5.768571428571429,0.0,0.0,-2
AR0185,C036,2025-01-06,290861,-2.0,-2.0,0.0,1.0,-1
AR0461,C036,2025-02-22,392978,-1.5,-1.5,0.7071067811865476,2.0,2
AR0249,C036,2025-03-09,196661,-0.3333333333333333,-1.0,2.0816659994661326,3.0,1
AR0578,C036,2025-05-28,58551,0.0,0.0,1.8257418583505538,4.0,1
AR0365,C036,2025-06-18,426970,0.2,1.0,1.6431676725154984,5.0,-2
AR0253,C036,2025-07-28,68868,-0.16666666666666666,0.0,1.7224014243685086,6.0,-1
AR0211,C036,2025-08-02,337885,-0.2857142857142857,-1.0,1.6035674514745464,7.0,2
AR0130,C036,2025-08-17,490395,0.0,0.0,1.6903085094570331,8.0,-1
AR0659,C036,2025-09-16,144886,-0.1111111111111111,-1.0,1.6158932858054431,9.0,2
AR0528,C036,2025-10-05,223902,0.1,0.0,1.66332999331662,10.0,0
AR0474,C036,2025-11-08,385715,0.09090909090909091,0.0,1.5782614139961386,11.0,1
AR0373,C036,2025-11-15,444195,0.16666666666666666,0.5,1.5275252316519465,12.0,2
AR0618,C036,2025-12-23,211129,0.3076923076923077,1.0,1.5483655567842813,13.0,-1
AR0080,C036,2025-12-28,317500,0.21428571428571427,0.5,1.5281246137553164,14.0,2
AR0235,C037,2025-01-21,420088,5.768571428571429,5.768571428571429,0.0,0.0,6
AR0170,C037,2025-01-22,202034,6.0,6.0,0.0,1.0,29
AR0550,C037,2025-01-22,452661,17.5,17.5,16.263455967290593,2.0,-4
AR0021,C037,2025-02-10,64907,10.333333333333334,6.0,16.921386861996073,3.0,26
AR0518,C037,2025-03-12,342227,14.25,16.0,15.88238017426859,4.0,18
AR0336,C037,2025-04-16,55971,15.0,18.0,13.856406460551018,5.0,30
AR0372,C037,2025-04-26,443216,17.5,22.0,13.82389236069205,6.0,22
AR0058,C037,2025-05-07,323520,18.142857142857142,22.0,12.733532783279632,7.0,-3
AR0296,C037,2025-07-03,321366,15.5,20.0,13.959124000349838,8.0,13
AR0482,C037,2025-08-02,118206,15.222222222222221,18.0,13.08412948745328,9.0,0
AR0060,C037,2025-09-25,213748,13.7,15.5,13.241768931847606,10.0,11
AR0577,C037,2025-10-15,158671,13.454545454545455,13.0,12.588595127047627,11.0,18
AR0215,C037,2025-11-14,67051,13.833333333333334,15.5,12.0742651448392,12.0,1
AR0285,C037,2025-12-16,566160,12.846153846153847,13.0,12.09577167061665,13.0,6
AR0234,C038,2025-01-11,420954,5.768571428571429,5.768571428571429,0.0,0.0,0
AR0165,C038,2025-01-14,183555,0.0,0.0,0.0,1.0,2
AR0420,C038,2025-01-29,204519,1.0,1.0,1.4142135623730951,2.0,2
AR0326,C038,2025-03-21,556842,1.3333333333333333,2.0,1.1547005383792517,3.0,1
AR0030,C038,2025-04-23,23770,1.25,1.5,0.9574271077563382,4.0,-2
AR0342,C038,2025-06-15,32513,0.6,1.0,1.6733200530681511,5.0,-1
AR0270,C038,2025-06-19,547368,0.3333333333333333,0.5,1.632993161855452,6.0,-2
AR0589,C038,2025-06-22,328875,0.0,0.0,1.7320508075688772,7.0,2
AR0316,C038,2025-07-15,451183,0.25,0.5,1.7525491637693282,8.0,0
AR0004,C038,2025-07-24,209790,0.2222222222222222,0.0,1.6414763002993509,9.0,-1
AR0405,C038,2025-07-25,294707,0.1,0.0,1.5951314818673865,10.0,-2
AR0054,C038,2025-09-02,326183,-0.09090909090909091,0.0,1.6403990645294488,11.0,2
AR0083,C038,2025-10-10,126935,0.08333333333333333,0.0,1.6764862244009227,12.0,1
AR0646,C038,2025-10-21,33793,0.15384615384615385,0.0,1.6251232694862383,13.0,0
AR0548,C038,2025-10-25,131094,0.14285714285714285,0.0,1.561909228976012,14.0,-1
AR0114,C038,2025-11-07,472230,0.06666666666666667,0.0,1.533747356112131,15.0,0
AR0231,C039,2025-01-21,486313,5.768571428571429,5.768571428571429,0.0,0.0,22
AR0008,C039,2025-02-02,221728,22.0,22.0,0.0,1.0,19
AR0516,C039,2025-03-20,432427,20.5,20.5,2.1213203435596424,2.0,23
AR0504,C039,2025-04-03,305985,21.333333333333332,22.0,2.081665999466133,3.0,13
AR0507,C039,2025-08-07,107369,19.25,20.5,4.5,4.0,23
AR0009,C039,2025-08-28,297408,20.0,22.0,4.242640687119285,5.0,11
AR0594,C039,2025-08-31,159214,18.5,20.5,5.282045058497703,6.0,9
AR0299,C039,2025-09-12,525144,17.142857142857142,19.0,6.011892975000232,7.0,13
AR0572,C039,2025-12-01,484372,16.625,16.0,5.755432216610669,8.0,25
AR0683,C040,2025-01-09,146178,5.768571428571429,5.768571428571429,0.0,0.0,-1
AR0278,C040,2025-02-05,143087,-1.0,-1.0,0.0,1.0,0
AR0059,C040,2025-02-11,239794,-0.5,-0.5,0.7071067811865476,2.0,2
AR0534,C040,2025-02-14,54470,0.3333333333333333,0.0,1.5275252316519465,3.0,0
AR0160,C040,2025-03-20,166825,0.25,0.0,1.2583057392117916,4.0,-1
AR0087,C040,2025-03-21,165735,0.0,0.0,1.224744871391589,5.0,-1
AR0212,C040,2025-04-26,426686,-0.16666666666666666,-0.5,1.169045194450012,6.0,2
AR0106,C040,2025-06-10,422976,0.14285714285714285,0.0,1.3451854182690985,7.0,-2
AR0328,C040,2025-07-28,166664,-0.125,-0.5,1.4577379737113252,8.0,-2
AR0565,C040,2025-08-03,150165,-0.3333333333333333,-1.0,1.5,9.0,-1
AR0509,C040,2025-08-11,163946,-0.4,-1.0,1.429840705968481,10.0,-2
AR0607,C040,2025-09-05,138921,-0.5454545454545454,-1.0,1.4396969378057567,11.0,-1
AR0247,C040,2025-09-13,400078,-0.5833333333333334,-1.0,1.378954368902449,12.0,1
AR0177,C040,2025-10-03,553975,-0.46153846153846156,-1.0,1.3913653136029502,13.0,1
AR0065,C040,2025-10-16,94143,-0.35714285714285715,-1.0,1.3926810257774174,14.0,-2
AR0424,C040,2025-11-01,371603,-0.4666666666666667,-1.0,1.4074631010979937,15.0,1
AR0553,C040,2025-11-24,46641,-0.375,-1.0,1.408308678285174,16.0,1
AR0070,C040,2025-12-01,386512,-0.29411764705882354,-1.0,1.403776419268438,17.0,-2
AR0580,C040,2025-12-15,442470,-0.3888888888888889,-1.0,1.4199788270537859,18.0,-2
AR0303,C041,2025-02-19,493643,5.768571428571429,5.768571428571429,0.0,0.0,8
AR0621,C041,2025-04-30,47520,8.0,8.0,0.0,1.0,9
AR0079,C041,2025-05-15,104715,8.5,8.5,0.7071067811865476,2.0,15
AR0419,C041,2025-06-05,503131,10.666666666666666,9.0,3.785938897200183,3.0,12
AR0293,C041,2025-08-06,381923,11.0,10.5,3.1622776601683795,4.0,12
AR0320,C041,2025-08-26,496781,11.2,12.0,2.774887385102322,5.0,12
AR0277,C041,2025-09-07,548985,11.333333333333334,12.0,2.5033311140691454,6.0,8
AR0238,C041,2025-09-09,78012,10.857142857142858,12.0,2.6095064302514777,7.0,15
AR0016,C041,2025-09-17,390166,11.375,12.0,2.825268634509444,8.0,11
AR0554,C041,2025-10-07,223432,11.333333333333334,12.0,2.6457513110645907,9.0,12
AR0540,C041,2025-10-28,150021,11.4,12.0,2.5033311140691454,10.0,10
AR0251,C041,2025-11-08,570791,11.272727272727273,12.0,2.412090756622109,11.0,11
AR0477,C041,2025-11-15,337556,11.25,11.5,2.301185465244935,12.0,9
AR0693,C041,2025-12-14,317168,11.076923076923077,11.0,2.2898885875932358,13.0,15
AR0627,C042,2025-01-31,496020,5.768571428571429,5.768571428571429,0.0,0.0,9
AR0275,C042,2025-02-11,466570,9.0,9.0,0.0,1.0,13
AR0327,C042,2025-02-20,457095,11.0,11.0,2.8284271247461903,2.0,15
AR0225,C042,2025-03-18,570709,12.333333333333334,13.0,3.055050463303893,3.0,12
AR0552,C042,2025-04-18,422107,12.25,12.5,2.5,4.0,14
AR0616,C042,2025-05-12,411820,12.6,13.0,2.3021728866442674,5.0,15
AR0498,C042,2025-06-19,187730,13.0,13.5,2.2803508501982757,6.0,9
AR0675,C042,2025-06-28,94526,12.428571428571429,13.0,2.5727509827123995,7.0,10
AR0332,C042,2025-07-03,51745,12.125,12.5,2.5319388392523,8.0,14
AR0647,C042,2025-07-04,383210,12.333333333333334,13.0,2.449489742783178,9.0,11
AR0321,C042,2025-07-29,81171,12.2,12.5,2.3475755815545343,10.0,10
AR0001,C042,2025-08-23,94905,12.0,12.0,2.32379000772445,11.0,12
AR0625,C042,2025-09-01,310868,12.0,12.0,2.215646837627989,12.0,11
AR0634,C042,2025-10-06,383360,11.923076923076923,12.0,2.1393744592574433,13.0,15
AR0628,C042,2025-10-21,184275,12.142857142857142,12.0,2.213842564659669,14.0,8
AR0117,C043,2025-02-13,168785,5.768571428571429,5.768571428571429,0.0,0.0,4
AR0086,C043,2025-02-22,205429,4.0,4.0,0.0,1.0,5
AR0240,C043,2025-02-23,469699,4.5,4.5,0.7071067811865476,2.0,3
AR0090,C043,2025-05-08,159883,4.0,4.0,1.0,3.0,3
AR0506,C043,2025-06-01,207795,3.75,3.5,0.9574271077563381,4.0,5
AR0527,C043,2025-06-27,450803,4.0,4.0,1.0,5.0,2
AR0108,C043,2025-07-29,191013,3.6666666666666665,3.5,1.2110601416389966,6.0,5
AR0385,C043,2025-08-06,274626,3.857142857142857,4.0,1.2149857925879117,7.0,5
AR0604,C043,2025-09-02,339826,4.0,4.5,1.1952286093343936,8.0,5
AR0034,C043,2025-09-06,152169,4.111111111111111,5.0,1.1666666666666667,9.0,3
AR0051,C043,2025-09-07,116331,4.0,4.5,1.1547005383792515,10.0,3
AR0691,C043,2025-09-24,156273,3.909090909090909,4.0,1.1361818036340359,11.0,5
AR0128,C043,2025-09-29,359992,4.0,4.5,1.1281521496355325,12.0,4
AR0071,C043,2025-10-11,230048,4.0,4.0,1.0801234497346435,13.0,2
AR0549,C043,2025-11-16,517164,3.857142857142857,4.0,1.167320591199077,14.0,4
AR0063,C043,2025-11-27,230469,3.8666666666666667,4.0,1.1254628677422753,15.0,5
AR0147,C043,2025-12-14,569992,3.9375,4.0,1.1236102527122116,16.0,5
AR0325,C043,2025-12-23,394180,4.0,4.0,1.118033988749895,17.0,5
AR0384,C044,2025-02-11,162660,5.768571428571429,5.768571428571429,0.0,0.0,1
AR0592,C044,2025-02-26,238387,1.0,1.0,0.0,1.0,2
AR0111,C044,2025-03-31,394113,1.5,1.5,0.7071067811865476,2.0,2
AR0057,C044,2025-05-01,231694,1.6666666666666667,2.0,0.5773502691896257,3.0,-2
AR0166,C044,2025-07-12,227961,0.75,1.5,1.8929694486000912,4.0,-1
AR0513,C044,2025-08-13,38244,0.4,1.0,1.816590212458495,5.0,-1
AR0276,C044,2025-10-01,285004,0.16666666666666666,0.0,1.7224014243685084,6.0,0
AR0011,C044,2025-10-02,537778,0.14285714285714285,0.0,1.5735915849388862,7.0,0
AR0679,C044,2025-10-06,315074,0.125,0.0,1.457737973711325,8.0,2
AR0416,C044,2025-10-17,464245,0.3333333333333333,0.0,1.4999999999999998,9.0,2
AR0434,C044,2025-11-03,61690,0.5,0.5,1.509230856356236,10.0,0
AR0169,C044,2025-11-04,575026,0.45454545454545453,0.0,1.4396969378057565,11.0,-2
AR0312,C044,2025-12-12,296865,0.25,0.0,1.5447859516333116,12.0,2
AR0388,C044,2025-12-14,430264,0.38461538461538464,0.0,1.5566235649883124,13.0,1
AR0091,C045,2025-02-25,220562,5.768571428571429,5.768571428571429,0.0,0.0,-2
AR0650,C045,2025-03-02,408098,-2.0,-2.0,0.0,1.0,0
AR0203,C045,2025-03-06,407591,-1.0,-1.0,1.4142135623730951,2.0,1
AR0471,C045,2025-03-13,480528,-0.3333333333333333,0.0,1.5275252316519468,3.0,1
AR0265,C045,2025-05-03,319786,0.0,0.5,1.4142135623730951,4.0,1
AR0109,C045,2025-06-01,357271,0.2,1.0,1.3038404810405297,5.0,-1
AR0297,C045,2025-06-01,36227,0.0,0.5,1.2649110640673518,6.0,1
AR0329,C045,2025-07-09,133911,0.14285714285714285,1.0,1.2149857925879117,7.0,1
AR0229,C045,2025-07-26,162735,0.25,1.0,1.164964745021435,8.0,2
AR0194,C045,2025-08-21,162038,0.4444444444444444,1.0,1.2360330811826103,9.0,0
AR0222,C045,2025-08-21,57318,0.4,1.0,1.1737877907772671,10.0,-1
AR0188,C045,2025-09-01,412434,0.2727272727272727,1.0,1.1908743922772955,11.0,1
AR0491,C045,2025-09-03,403892,0.3333333333333333,1.0,1.1547005383792515,12.0,-1
AR0250,C045,2025-09-06,96211,0.23076923076923078,1.0,1.1657505560686465,13.0,-2
AR0524,C045,2025-09-09,143693,0.07142857142857142,0.5,1.2688144505364485,14.0,-2
AR0654,C045,2025-10-09,648138,-0.06666666666666667,0.0,1.3345232785352157,15.0,1
AR0220,C045,2025-11-01,346279,0.0,0.5,1.3165611772087666,16.0,0
AR0451,C045,2025-11-16,577422,0.0,0.0,1.2747548783981961,17.0,-1
AR0610,C045,2025-12-27,359291,-0.05555555555555555,0.0,1.2589548523523144,18.0,0
AR0175,C046,2025-03-20,285568,5.768571428571429,5.768571428571429,0.0,0.0,3
AR0252,C046,2025-03-23,210360,3.0,3.0,0.0,1.0,2
AR0638,C046,2025-04-06,27384,2.5,2.5,0.7071067811865476,2.0,4
AR0138,C046,2025-04-20,53674,3.0,3.0,1.0,3.0,5
AR0026,C046,2025-06-09,263563,3.5,3.5,1.2909944487358056,4.0,4
AR0526,C046,2025-08-16,66027,3.6,4.0,1.140175425099138,5.0,4
AR0523,C046,2025-08-17,132496,3.6666666666666665,4.0,1.0327955589886444,6.0,4
AR0201,C046,2025-10-01,112274,3.7142857142857144,4.0,0.9511897312113418,7.0,4
AR0662,C046,2025-10-26,359171,3.75,4.0,0.8864052604279182,8.0,2
AR0031,C046,2025-11-20,66125,3.5555555555555554,4.0,1.0137937550497031,9.0,3
AR0469,C046,2025-11-29,254524,3.5,4.0,0.97182531580755,10.0,3
AR0667,C047,2025-01-12,227591,5.768571428571429,5.768571428571429,0.0,0.0,12
AR0367,C047,2025-01-27,170800,12.0,12.0,0.0,1.0,12
AR0595,C047,2025-01-27,325934,12.0,12.0,0.0,2.0,15
AR0039,C047,2025-01-28,373036,13.0,12.0,1.7320508075688772,3.0,9
AR0682,C047,2025-02-27,36891,12.0,12.0,2.449489742783178,4.0,14
AR0305,C047,2025-03-09,77343,12.4,12.0,2.3021728866442674,5.0,12
AR0148,C047,2025-03-26,529767,12.333333333333334,12.0,2.065591117977289,6.0,15
AR0357,C047,2025-04-21,245480,12.714285714285714,12.0,2.1380899352993947,7.0,15
AR0677,C047,2025-04-25,457686,13.0,13.0,2.1380899352993947,8.0,8
AR0107,C047,2025-06-03,328759,12.444444444444445,12.0,2.6034165586355513,9.0,12
AR0101,C047,2025-06-10,286115,12.4,12.0,2.4585451886114362,10.0,9
AR0560,C047,2025-06-26,263398,12.090909090909092,12.0,2.5477262590217755,11.0,10
AR0575,C047,2025-07-07,420480,11.916666666666666,12.0,2.5030284687057627,12.0,14
AR0503,C047,2025-08-06,61380,12.076923076923077,12.0,2.4651415936864716,13.0,14
AR0452,C047,2025-08-13,42907,12.214285714285714,12.0,2.4235565546581275,14.0,14
