invoice_id,customer_id,invoice_date,amount,previous_avg_delay,previous_median_delay,previous_std_delay,previous_on_time_ratio,previous_late_ratio,days_since_previous_invoice,payment_delay_days
AR0632,C001,2025-06-02,365441,-1.2857142857142858,-1.0,0.48795003647426666,1.0,0.0,17.0,2
AR0261,C019,2025-06-02,527939,16.2,23.0,15.254507530562892,0.2,0.8,23.0,26
AR0698,C015,2025-06-03,540037,-0.5,-1.5,1.9748417658131499,0.6666666666666666,0.33333333333333337,52.0,-1
AR0107,C047,2025-06-03,328759,12.444444444444445,12.0,2.6034165586355513,0.0,1.0,39.0,12
AR0690,C016,2025-06-04,551322,3.5454545454545454,4.0,1.0357254813546264,0.0,1.0,15.0,3
AR0294,C030,2025-06-04,143114,0.42857142857142855,1.0,1.1338934190276817,0.42857142857142855,0.5714285714285714,10.0,1
AR0419,C041,2025-06-05,503131,10.666666666666666,9.0,3.785938897200183,0.0,1.0,21.0,12
AR0093,C023,2025-06-06,517726,18.5,18.5,11.67618659209133,0.0,1.0,77.0,9
AR0568,C032,2025-06-07,322879,0.6,0.0,0.8944271909999159,0.6,0.4,8.0,-2
AR0421,C005,2025-06-08,301398,3.111111111111111,3.0,1.1666666666666667,0.0,1.0,17.0,5
AR0406,C026,2025-06-08,472668,2.0,2.0,0.0,0.0,1.0,34.0,4
AR0438,C023,2025-06-08,418555,16.6,10.0,10.96813566655701,0.0,1.0,2.0,20
AR0381,C024,2025-06-09,458072,10.833333333333334,10.0,3.2506409624359724,0.0,1.0,30.0,13
AR0026,C046,2025-06-09,263563,3.5,3.5,1.2909944487358056,0.0,1.0,50.0,4
AR0519,C026,2025-06-10,414639,3.0,3.0,1.4142135623730951,0.0,1.0,2.0,4
AR0106,C040,2025-06-10,422976,0.14285714285714285,0.0,1.3451854182690985,0.7142857142857143,0.2857142857142857,45.0,-2
AR0101,C047,2025-06-10,286115,12.4,12.0,2.4585451886114362,0.0,1.0,7.0,9
AR0053,C004,2025-06-10,57466,3.0,2.0,1.7320508075688772,0.0,1.0,76.0,2
AR0559,C010,2025-06-10,542415,0.0,0.0,1.8257418583505538,0.5,0.5,35.0,0
AR0695,C034,2025-06-13,442825,11.0,11.0,2.8284271247461903,0.0,1.0,57.0,14
AR0244,C017,2025-06-15,92892,11.666666666666666,7.0,8.082903768654761,0.0,1.0,47.0,20
AR0342,C038,2025-06-15,32513,0.6,1.0,1.6733200530681511,0.4,0.6,53.0,-1
AR0179,C018,2025-06-15,536523,4.0,4.5,1.4142135623730951,0.0,1.0,68.0,3
AR0232,C048,2025-06-15,386996,-1.0,-1.0,0.0,1.0,0.0,134.0,0
AR0153,C025,2025-06-17,150615,12.5,12.5,2.886751345948129,0.0,1.0,32.0,15
AR0393,C019,2025-06-17,95341,17.833333333333332,24.5,14.218532507494107,0.16666666666666666,0.8333333333333334,15.0,-5
AR0365,C036,2025-06-18,426970,0.2,1.0,1.6431676725154984,0.4,0.6,21.0,-2
AR0435,C005,2025-06-18,79980,3.3,3.5,1.2516655570345725,0.0,1.0,10.0,5
AR0095,C026,2025-06-18,190978,3.3333333333333335,4.0,1.1547005383792515,0.0,1.0,8.0,2
AR0622,C027,2025-06-19,455517,4.0,4.5,1.2649110640673518,0.0,1.0,0.0,5
AR0270,C038,2025-06-19,547368,0.3333333333333333,0.5,1.632993161855452,0.5,0.5,4.0,-2
AR0498,C042,2025-06-19,187730,13.0,13.5,2.2803508501982757,0.0,1.0,38.0,9
AR0139,C027,2025-06-19,350156,3.8,4.0,1.3038404810405297,0.0,1.0,30.0,5
AR0263,C023,2025-06-20,355767,17.166666666666668,15.0,9.9079092984679,0.0,1.0,12.0,29
AR0407,C015,2025-06-20,492754,-0.5714285714285714,-1.0,1.8126539343499315,0.7142857142857143,0.2857142857142857,17.0,-1
AR0585,C009,2025-06-20,507735,17.4,18.0,9.822875795249011,0.0,1.0,35.0,25
AR0335,C004,2025-06-20,169855,2.75,2.0,1.5,0.0,1.0,10.0,3
AR0089,C048,2025-06-20,494724,-0.5,-0.5,0.7071067811865476,1.0,0.0,5.0,1
AR0633,C007,2025-06-21,194570,-0.25,-0.5,0.9574271077563381,0.75,0.25,44.0,1
AR0154,C021,2025-06-22,481968,0.8333333333333334,1.5,1.602081978759722,0.3333333333333333,0.6666666666666667,49.0,1
AR0589,C038,2025-06-22,328875,0.0,0.0,1.7320508075688772,0.5714285714285714,0.4285714285714286,3.0,2
AR0310,C019,2025-06-23,507896,14.571428571428571,23.0,15.586929811620406,0.2857142857142857,0.7142857142857143,6.0,2
AR0184,C017,2025-06-24,191614,13.75,13.5,7.804912982645397,0.0,1.0,9.0,12
AR0560,C047,2025-06-26,263398,12.090909090909092,12.0,2.5477262590217755,0.0,1.0,16.0,10
AR0694,C004,2025-06-26,410874,2.8,2.0,1.3038404810405297,0.0,1.0,6.0,5
AR0527,C043,2025-06-27,450803,4.0,4.0,1.0,0.0,1.0,26.0,2
AR0067,C009,2025-06-28,554099,18.09090909090909,18.0,9.596400840466652,0.0,1.0,8.0,-1
AR0675,C042,2025-06-28,94526,12.428571428571429,13.0,2.5727509827123995,0.0,1.0,9.0,10
AR0611,C031,2025-06-28,360934,21.714285714285715,21.0,4.15187851918806,0.0,1.0,53.0,12
AR0465,C029,2025-06-28,39079,0.2857142857142857,0.0,0.4879500364742666,0.7142857142857143,0.2857142857142857,42.0,1
AR0376,C022,2025-06-29,26681,3.4,3.0,1.140175425099138,0.0,1.0,84.0,3
AR0157,C004,2025-06-29,158189,3.1666666666666665,2.5,1.4719601443879746,0.0,1.0,3.0,2
AR0143,C001,2025-06-30,203042,-0.875,-1.0,1.246423454758225,0.875,0.125,28.0,1
AR0366,C027,2025-07-01,478021,4.142857142857143,5.0,1.2149857925879117,0.0,1.0,12.0,5
AR0497,C019,2025-07-02,472008,13.0,13.5,15.099668870541498,0.25,0.75,9.0,-2
AR0085,C003,2025-07-03,130140,11.625,12.0,2.5599944196367748,0.0,1.0,33.0,11
AR0296,C037,2025-07-03,321366,15.5,20.0,13.959124000349838,0.25,0.75,57.0,13
AR0283,C019,2025-07-03,216524,11.333333333333334,4.0,14.983324063771697,0.3333333333333333,0.6666666666666667,1.0,22
AR0332,C042,2025-07-03,51745,12.125,12.5,2.5319388392523,0.0,1.0,5.0,14
AR0483,C034,2025-07-04,55483,12.0,13.0,2.6457513110645907,0.0,1.0,21.0,8
AR0647,C042,2025-07-04,383210,12.333333333333334,13.0,2.449489742783178,0.0,1.0,1.0,11
AR0532,C002,2025-07-04,310466,0.16666666666666666,0.0,1.602081978759722,0.6666666666666666,0.33333333333333337,53.0,2
AR0443,C033,2025-07-05,29558,10.75,10.0,3.4034296427770228,0.0,1.0,72.0,13
AR0432,C011,2025-07-06,215481,0.5,1.0,1.6431676725154984,0.3333333333333333,0.6666666666666667,51.0,0
AR0575,C047,2025-07-07,420480,11.916666666666666,12.0,2.5030284687057627,0.0,1.0,11.0,14
AR0315,C030,2025-07-08,372755,0.5,1.0,1.0690449676496976,0.375,0.625,34.0,0
AR0329,C045,2025-07-09,133911,0.14285714285714285,1.0,1.2149857925879117,0.42857142857142855,0.5714285714285714,38.0,1
AR0068,C016,2025-07-09,169415,3.5,3.5,1.0,0.0,1.0,35.0,3
AR0561,C049,2025-07-09,289997,3.625,4.0,1.1877349391654208,0.0,1.0,42.0,2
AR0517,C024,2025-07-10,252752,11.142857142857142,12.0,3.078342163598854,0.0,1.0,31.0,9
AR0017,C010,2025-07-11,419775,0.0,0.0,1.5811388300841898,0.6,0.4,31.0,-1
AR0166,C044,2025-07-12,227961,0.75,1.5,1.8929694486000912,0.25,0.75,72.0,-1
AR0597,C050,2025-07-14,97477,-0.4,0.0,1.6733200530681511,0.8,0.19999999999999996,52.0,-1
AR0316,C038,2025-07-15,451183,0.25,0.5,1.7525491637693282,0.5,0.5,23.0,0
AR0673,C024,2025-07-15,255162,10.875,10.5,2.948970764763288,0.0,1.0,5.0,14
AR0515,C024,2025-07-16,317399,11.222222222222221,12.0,2.948634335492355,0.0,1.0,1.0,8
AR0137,C015,2025-07-16,383829,-0.625,-1.0,1.685018016012207,0.75,0.25,26.0,-1
AR0467,C016,2025-07-17,62784,3.4615384615384617,3.0,0.9674179220468452,0.0,1.0,8.0,4
AR0324,C009,2025-07-18,257839,16.5,18.0,10.681334611878286,0.08333333333333333,0.9166666666666666,20.0,18
AR0569,C006,2025-07-21,284998,4.5,4.5,0.5477225575051662,0.0,1.0,59.0,5
AR0676,C035,2025-07-21,297265,11.833333333333334,12.5,1.9407902170679514,0.0,1.0,67.0,10
AR0466,C004,2025-07-22,283196,3.0,2.0,1.4142135623730951,0.0,1.0,23.0,4
AR0613,C025,2025-07-22,449065,13.0,15.0,2.738612787525831,0.0,1.0,35.0,13
AR0390,C015,2025-07-22,334218,-0.6666666666666666,-1.0,1.5811388300841898,0.7777777777777778,0.2222222222222222,6.0,-2
AR0495,C033,2025-07-23,447507,11.2,12.0,3.1144823004794877,0.0,1.0,18.0,15
AR0397,C005,2025-07-23,471812,3.4545454545454546,4.0,1.2933395813657267,0.0,1.0,35.0,2
AR0630,C003,2025-07-23,433118,11.555555555555555,12.0,2.403700850309326,0.0,1.0,20.0,15
AR0004,C038,2025-07-24,209790,0.2222222222222222,0.0,1.6414763002993509,0.5555555555555556,0.4444444444444444,9.0,-1
AR0405,C038,2025-07-25,294707,0.1,0.0,1.5951314818673865,0.6,0.4,1.0,-2
AR0350,C031,2025-07-25,243490,20.5,20.5,5.154748157905347,0.0,1.0,27.0,1
AR0040,C004,2025-07-26,401793,3.125,2.5,1.3562026818605375,0.0,1.0,4.0,4
AR0229,C045,2025-07-26,162735,0.25,1.0,1.164964745021435,0.375,0.625,17.0,2
AR0112,C020,2025-07-27,307276,11.428571428571429,11.0,1.7182493859684491,0.0,1.0,60.0,8
AR0190,C015,2025-07-27,382695,-0.8,-1.0,1.5491933384829668,0.8,0.19999999999999996,5.0,-1
AR0253,C036,2025-07-28,68868,-0.16666666666666666,0.0,1.7224014243685086,0.5,0.5,40.0,-1
AR0328,C040,2025-07-28,166664,-0.125,-0.5,1.4577379737113252,0.75,0.25,48.0,-2
AR0433,C025,2025-07-29,426042,13.0,14.0,2.4494897427831783,0.0,1.0,7.0,13
AR0108,C043,2025-07-29,191013,3.6666666666666665,3.5,1.2110601416389966,0.0,1.0,32.0,5
AR0321,C042,2025-07-29,81171,12.2,12.5,2.3475755815545343,0.0,1.0,25.0,10
AR0536,C050,2025-07-29,451666,-0.5,-0.5,1.51657508881031,0.8333333333333334,0.16666666666666663,15.0,2
AR0239,C023,2025-07-29,194749,18.857142857142858,20.0,10.090070555230216,0.0,1.0,39.0,15
AR0241,C022,2025-07-30,383684,3.3333333333333335,3.0,1.0327955589886444,0.0,1.0,31.0,5
AR0266,C015,2025-07-30,42883,-0.8181818181818182,-1.0,1.4709304414677002,0.8181818181818182,0.18181818181818177,3.0,0
AR0088,C012,2025-07-31,32995,-0.8333333333333334,-1.5,1.4719601443879744,0.6666666666666666,0.33333333333333337,63.0,-1
AR0358,C015,2025-07-31,197697,-0.75,-1.0,1.4222261679238197,0.8333333333333334,0.16666666666666663,1.0,1
AR0359,C026,2025-08-01,402527,3.0,3.0,1.1547005383792515,0.0,1.0,44.0,2
AR0306,C021,2025-08-01,112085,0.8571428571428571,1.0,1.4638501094227998,0.2857142857142857,0.7142857142857143,40.0,-1
AR0121,C030,2025-08-01,484590,0.4444444444444444,1.0,1.0137937550497034,0.4444444444444444,0.5555555555555556,24.0,2
AR0629,C012,2025-08-02,482550,-0.8571428571428571,-1.0,1.3451854182690985,0.7142857142857143,0.2857142857142857,2.0,-1
AR0211,C036,2025-08-02,337885,-0.2857142857142857,-1.0,1.6035674514745464,0.5714285714285714,0.4285714285714286,5.0,2
AR0482,C037,2025-08-02,118206,15.222222222222221,18.0,13.08412948745328,0.2222222222222222,0.7777777777777778,30.0,0
AR0565,C040,2025-08-03,150165,-0.3333333333333333,-1.0,1.5,0.7777777777777778,0.2222222222222222,6.0,-1
AR0155,C018,2025-08-04,152262,3.8,4.0,1.3038404810405297,0.0,1.0,50.0,2
AR0110,C013,2025-08-04,368614,4.142857142857143,4.0,0.8997354108424375,0.0,1.0,127.0,5
AR0050,C019,2025-08-05,385214,12.4,13.0,14.523544103741804,0.3,0.7,33.0,30
AR0669,C003,2025-08-05,200632,11.9,12.0,2.514402955419481,0.0,1.0,13.0,9
AR0038,C023,2025-08-05,235535,18.375,17.5,9.440603794249602,0.0,1.0,7.0,24
AR0385,C043,2025-08-06,274626,3.857142857142857,4.0,1.2149857925879117,0.0,1.0,8.0,5
AR0293,C041,2025-08-06,381923,11.0,10.5,3.1622776601683795,0.0,1.0,62.0,12
AR0503,C047,2025-08-06,61380,12.076923076923077,12.0,2.4651415936864716,0.0,1.0,30.0,14
AR0360,C021,2025-08-07,183852,0.625,1.0,1.5059406173077154,0.375,0.625,6.0,0
AR0507,C039,2025-08-07,107369,19.25,20.5,4.5,0.0,1.0,126.0,23
AR0105,C024,2025-08-09,56686,10.9,10.5,2.960855732160327,0.0,1.0,24.0,13
AR0387,C023,2025-08-09,78138,19.0,20.0,9.027735042633894,0.0,1.0,4.0,13
AR0394,C032,2025-08-09,112114,0.16666666666666666,0.0,1.3291601358251257,0.6666666666666666,0.33333333333333337,63.0,-1
AR0363,C006,2025-08-10,70627,4.571428571428571,5.0,0.5345224838248489,0.0,1.0,20.0,4
AR0013,C019,2025-08-11,102920,14.0,22.0,14.7648230602334,0.2727272727272727,0.7272727272727273,6.0,24
AR0509,C040,2025-08-11,163946,-0.4,-1.0,1.429840705968481,0.8,0.19999999999999996,8.0,-2
AR0178,C030,2025-08-12,452922,0.6,1.0,1.07496769977314,0.4,0.6,11.0,2
AR0499,C024,2025-08-12,486347,11.090909090909092,12.0,2.879393875611513,0.0,1.0,3.0,14
AR0452,C047,2025-08-13,42907,12.214285714285714,12.0,2.4235565546581275,0.0,1.0,7.0,14
AR0513,C044,2025-08-13,38244,0.4,1.0,1.816590212458495,0.4,0.6,32.0,-1
AR0557,C011,2025-08-14,237905,0.42857142857142855,1.0,1.5118578920369088,0.42857142857142855,0.5714285714285714,39.0,1
AR0134,C018,2025-08-14,60623,3.5,3.5,1.378404875209022,0.0,1.0,10.0,4
AR0500,C048,2025-08-14,489047,0.0,0.0,1.0,0.6666666666666666,0.33333333333333337,55.0,1
AR0304,C020,2025-08-14,37492,11.0,11.0,2.0,0.0,1.0,18.0,13
AR0661,C034,2025-08-15,80943,11.0,11.0,2.943920288775949,0.0,1.0,42.0,11
AR0115,C030,2025-08-15,251819,0.7272727272727273,1.0,1.1037127426019047,0.36363636363636365,0.6363636363636364,3.0,-1
AR0129,C049,2025-08-15,341206,3.4444444444444446,4.0,1.2360330811826103,0.0,1.0,37.0,5
AR0292,C005,2025-08-15,201175,3.230769230769231,3.0,1.300887271175982,0.0,1.0,0.0,4
AR0044,C005,2025-08-15,443636,3.3333333333333335,3.5,1.3026778945578594,0.0,1.0,23.0,2
AR0526,C046,2025-08-16,66027,3.6,4.0,1.140175425099138,0.0,1.0,68.0,4
AR0508,C023,2025-08-17,42206,18.4,17.5,8.720346578229815,0.0,1.0,8.0,17
AR0663,C033,2025-08-17,443987,11.833333333333334,12.5,3.188521078284832,0.0,1.0,25.0,8
AR0130,C036,2025-08-17,490395,0.0,0.0,1.6903085094570331,0.5,0.5,15.0,-1
AR0262,C010,2025-08-17,302371,-0.16666666666666666,-0.5,1.4719601443879746,0.6666666666666666,0.33333333333333337,37.0,1
AR0657,C034,2025-08-17,296914,11.0,11.0,2.5495097567963922,0.0,1.0,2.0,13
AR0523,C046,2025-08-17,132496,3.6666666666666665,4.0,1.0327955589886444,0.0,1.0,1.0,4
AR0042,C035,2025-08-18,93495,11.571428571428571,12.0,1.9023794624226835,0.0,1.0,28.0,14
AR0345,C031,2025-08-18,427904,18.333333333333332,20.0,8.093207028119323,0.0,1.0,24.0,18
AR0563,C018,2025-08-19,149980,3.5,3.5,1.1952286093343936,0.0,1.0,0.0,3
AR0579,C033,2025-08-19,420767,11.285714285714286,12.0,3.251373336211726,0.0,1.0,2.0,12
AR0463,C018,2025-08-19,494641,3.5714285714285716,4.0,1.2724180205607034,0.0,1.0,5.0,3
AR0213,C025,2025-08-19,496317,13.0,13.0,2.23606797749979,0.0,1.0,21.0,15
AR0380,C027,2025-08-21,198727,4.25,5.0,1.164964745021435,0.0,1.0,51.0,3
AR0556,C020,2025-08-21,58258,11.222222222222221,11.0,1.986062547968831,0.0,1.0,7.0,8
AR0243,C003,2025-08-21,66168,11.636363636363637,12.0,2.5405797477240215,0.0,1.0,16.0,13
AR0222,C045,2025-08-21,57318,0.4,1.0,1.1737877907772671,0.4,0.6,0.0,-1
AR0194,C045,2025-08-21,162038,0.4444444444444444,1.0,1.2360330811826103,0.3333333333333333,0.6666666666666667,26.0,0
AR0127,C008,2025-08-22,89908,0.5,0.5,1.0488088481701516,0.5,0.5,86.0,1
AR0264,C025,2025-08-22,188704,13.25,14.0,2.1876275473019366,0.0,1.0,3.0,11
AR0586,C034,2025-08-22,98087,11.333333333333334,12.0,2.422120283277993,0.0,1.0,5.0,10
AR0001,C042,2025-08-23,94905,12.0,12.0,2.32379000772445,0.0,1.0,25.0,12
AR0637,C047,2025-08-23,359888,12.333333333333334,12.0,2.380476142847616,0.0,1.0,10.0,12
AR0254,C008,2025-08-25,81586,0.5714285714285714,1.0,0.9759000729485332,0.42857142857142855,0.5714285714285714,3.0,-1
AR0181,C016,2025-08-26,318765,3.5,3.5,0.9405399431259602,0.0,1.0,40.0,5
AR0320,C041,2025-08-26,496781,11.2,12.0,2.774887385102322,0.0,1.0,20.0,12
AR0538,C029,2025-08-27,376572,0.375,0.0,0.5175491695067657,0.625,0.375,60.0,2
AR0009,C039,2025-08-28,297408,20.0,22.0,4.242640687119285,0.0,1.0,21.0,11
AR0533,C024,2025-08-28,441350,11.333333333333334,12.5,2.870962250261093,0.0,1.0,16.0,10
AR0484,C025,2025-08-29,42824,13.0,13.0,2.179449471770337,0.0,1.0,7.0,14
AR0273,C005,2025-08-29,429744,3.2857142857142856,3.5,1.266647387553302,0.0,1.0,14.0,4
AR0116,C033,2025-08-31,436145,11.375,12.0,3.020761493398643,0.0,1.0,12.0,10
AR0036,C016,2025-08-31,443360,3.6,4.0,0.9856107606091623,0.0,1.0,5.0,5
AR0267,C048,2025-08-31,389742,0.25,0.5,0.9574271077563381,0.5,0.5,17.0,1
AR0594,C039,2025-08-31,159214,18.5,20.5,5.282045058497703,0.0,1.0,3.0,9
AR0625,C042,2025-09-01,310868,12.0,12.0,2.215646837627989,0.0,1.0,9.0,11
AR0131,C048,2025-09-01,294360,0.4,1.0,0.8944271909999159,0.4,0.6,1.0,0
AR0188,C045,2025-09-01,412434,0.2727272727272727,1.0,1.1908743922772955,0.45454545454545453,0.5454545454545454,11.0,1
AR0652,C009,2025-09-02,115359,16.142857142857142,18.0,9.991204923540295,0.07142857142857142,0.9285714285714286,0.0,24
AR0643,C009,2025-09-02,218108,16.615384615384617,18.0,10.235057901956893,0.07692307692307693,0.9230769230769231,46.0,10
AR0054,C038,2025-09-02,326183,-0.09090909090909091,0.0,1.6403990645294488,0.6363636363636364,0.36363636363636365,39.0,2
AR0604,C043,2025-09-02,339826,4.0,4.5,1.1952286093343936,0.0,1.0,27.0,5
AR0491,C045,2025-09-03,403892,0.3333333333333333,1.0,1.1547005383792515,0.4166666666666667,0.5833333333333333,2.0,-1
AR0535,C026,2025-09-03,339957,2.8,2.0,1.0954451150103321,0.0,1.0,33.0,5
AR0205,C031,2025-09-03,288571,18.3,19.5,7.631076813486635,0.0,1.0,16.0,16
AR0047,C032,2025-09-04,151874,0.0,0.0,1.2909944487358054,0.7142857142857143,0.2857142857142857,26.0,1
AR0607,C040,2025-09-05,138921,-0.5454545454545454,-1.0,1.4396969378057567,0.8181818181818182,0.18181818181818177,25.0,-1
AR0198,C014,2025-09-05,189709,4.5,4.5,0.7071067811865476,0.0,1.0,144.0,4
AR0256,C027,2025-09-05,307715,4.111111111111111,5.0,1.1666666666666667,0.0,1.0,15.0,3
AR0250,C045,2025-09-06,96211,0.23076923076923078,1.0,1.1657505560686465,0.46153846153846156,0.5384615384615384,3.0,-2
AR0034,C043,2025-09-06,152169,4.111111111111111,5.0,1.1666666666666667,0.0,1.0,4.0,3
AR0445,C050,2025-09-06,138765,-0.14285714285714285,0.0,1.6761634196950517,0.7142857142857143,0.2857142857142857,39.0,-1
AR0183,C012,2025-09-07,150892,-0.875,-1.0,1.2464234547582247,0.75,0.25,36.0,0
AR0277,C041,2025-09-07,548985,11.333333333333334,12.0,2.5033311140691454,0.0,1.0,12.0,8
AR0051,C043,2025-09-07,116331,4.0,4.5,1.1547005383792515,0.0,1.0,1.0,3
AR0076,C033,2025-09-08,174407,11.222222222222221,12.0,2.8625940062196116,0.0,1.0,8.0,8
AR0590,C035,2025-09-08,450320,11.875,12.5,1.9594095320493143,0.0,1.0,21.0,12
AR0173,C027,2025-09-08,86631,4.0,4.5,1.1547005383792515,0.0,1.0,3.0,5
AR0238,C041,2025-09-09,78012,10.857142857142858,12.0,2.6095064302514777,0.0,1.0,2.0,15
AR0524,C045,2025-09-09,143693,0.07142857142857142,0.5,1.2688144505364485,0.5,0.5,3.0,-2
AR0230,C035,2025-09-10,286937,11.88888888888889,12.0,1.833333333333333,0.0,1.0,2.0,9
AR0299,C039,2025-09-12,525144,17.142857142857142,19.0,6.011892975000232,0.0,1.0,12.0,13
AR0247,C040,2025-09-13,400078,-0.5833333333333334,-1.0,1.378954368902449,0.8333333333333334,0.16666666666666663,8.0,1
AR0478,C008,2025-09-13,382792,0.375,0.5,1.0606601717798212,0.5,0.5,19.0,2
AR0308,C034,2025-09-14,573769,11.142857142857142,11.0,2.2677868380553634,0.0,1.0,23.0,12
AR0601,C027,2025-09-14,490254,4.090909090909091,5.0,1.1361818036340359,0.0,1.0,6.0,5
AR0547,C006,2025-09-15,409471,4.5,4.5,0.5345224838248488,0.0,1.0,36.0,3
AR0541,C028,2025-09-15,572096,11.333333333333334,11.0,1.6329931618554518,0.0,1.0,149.0,8
AR0688,C009,2025-09-15,197405,16.666666666666668,18.0,9.839183086492689,0.06666666666666667,0.9333333333333333,13.0,9
AR0635,C009,2025-09-16,305183,16.1875,18.0,9.696863754156116,0.0625,0.9375,1.0,12
AR0355,C030,2025-09-16,388030,0.5833333333333334,1.0,1.164500152881315,0.4166666666666667,0.5833333333333333,32.0,1
AR0659,C036,2025-09-16,144886,-0.1111111111111111,-1.0,1.6158932858054431,0.5555555555555556,0.4444444444444444,30.0,2
AR0447,C007,2025-09-17,487783,0.0,0.0,1.0,0.6,0.4,88.0,2
AR0260,C022,2025-09-17,184086,3.5714285714285716,3.0,1.1338934190276817,0.0,1.0,49.0,2
AR0016,C041,2025-09-17,390166,11.375,12.0,2.825268634509444,0.0,1.0,8.0,11
AR0530,C024,2025-09-18,158202,11.23076923076923,12.0,2.7735009811261455,0.0,1.0,21.0,9
AR0005,C009,2025-09-18,320555,15.941176470588236,18.0,9.44371873413285,0.058823529411764705,0.9411764705882353,2.0,0
AR0408,C005,2025-09-19,404790,3.3333333333333335,4.0,1.2344267996967355,0.0,1.0,21.0,2
AR0409,C034,2025-09-19,139910,11.25,11.5,2.1213203435596424,0.0,1.0,5.0,13
AR0511,C024,2025-09-20,506005,11.071428571428571,11.0,2.730575755412026,0.0,1.0,2.0,10
AR0641,C028,2025-09-21,220717,10.857142857142858,11.0,1.9518001458970664,0.0,1.0,6.0,9
AR0033,C005,2025-09-21,166499,3.25,3.5,1.2382783747337809,0.0,1.0,2.0,4
AR0027,C029,2025-09-22,295214,0.5555555555555556,0.0,0.7264831572567789,0.5555555555555556,0.4444444444444444,26.0,-2
AR0544,C023,2025-09-23,562577,18.272727272727273,17.0,8.283609226549851,0.0,1.0,37.0,13
AR0236,C031,2025-09-23,415814,18.09090909090909,19.0,7.272613635475838,0.0,1.0,20.0,23
AR0542,C008,2025-09-23,115257,0.5555555555555556,1.0,1.130388330520878,0.4444444444444444,0.5555555555555556,10.0,0
AR0521,C032,2025-09-23,256325,0.125,0.0,1.2464234547582247,0.625,0.375,19.0,2
AR0502,C024,2025-09-23,183813,11.0,10.0,2.6457513110645903,0.0,1.0,3.0,9
AR0133,C050,2025-09-24,315178,-0.25,-0.5,1.5811388300841898,0.75,0.25,18.0,-1
AR0691,C043,2025-09-24,156273,3.909090909090909,4.0,1.1361818036340359,0.0,1.0,17.0,5
AR0176,C047,2025-09-25,415181,12.3125,12.0,2.301267766543766,0.0,1.0,33.0,12
AR0060,C037,2025-09-25,213748,13.7,15.5,13.241768931847606,0.3,0.7,54.0,11
AR0596,C011,2025-09-26,402258,0.5,1.0,1.4142135623730951,0.375,0.625,43.0,2
AR0431,C029,2025-09-26,338180,0.3,0.0,1.0593499054713802,0.6,0.4,4.0,2
AR0448,C048,2025-09-27,45758,0.3333333333333333,0.5,0.816496580927726,0.5,0.5,26.0,0
AR0458,C033,2025-09-28,275422,10.9,11.0,2.884826203122507,0.0,1.0,20.0,10
AR0128,C043,2025-09-29,359992,4.0,4.5,1.1281521496355325,0.0,1.0,5.0,4
AR0379,C006,2025-09-29,152709,4.333333333333333,4.0,0.7071067811865476,0.0,1.0,14.0,5
AR0018,C035,2025-09-29,23343,11.6,12.0,1.955050439815357,0.0,1.0,19.0,13
AR0022,C005,2025-09-30,484744,3.2941176470588234,4.0,1.2126781251816652,0.0,1.0,9.0,3
AR0395,C025,2025-09-30,447264,13.1,13.5,2.0789954839350235,0.0,1.0,32.0,11
AR0201,C046,2025-10-01,112274,3.7142857142857144,4.0,0.9511897312113418,0.0,1.0,45.0,4
AR0455,C015,2025-10-01,189010,-0.6153846153846154,-1.0,1.4455945454184551,0.7692307692307693,0.23076923076923073,62.0,0
AR0276,C044,2025-10-01,285004,0.16666666666666666,0.0,1.7224014243685084,0.5,0.5,49.0,0
AR0573,C019,2025-10-02,31573,14.833333333333334,22.5,14.37063504216677,0.25,0.75,52.0,1
AR0011,C044,2025-10-02,537778,0.14285714285714285,0.0,1.5735915849388862,0.5714285714285714,0.4285714285714286,1.0,0
AR0655,C049,2025-10-03,572618,3.6,4.0,1.2649110640673518,0.0,1.0,49.0,3
AR0144,C027,2025-10-03,535486,4.166666666666667,5.0,1.1146408580454255,0.0,1.0,19.0,3
AR0177,C040,2025-10-03,553975,-0.46153846153846156,-1.0,1.3913653136029502,0.7692307692307693,0.23076923076923073,20.0,1
AR0697,C012,2025-10-03,348738,-0.7777777777777778,-1.0,1.201850425154663,0.7777777777777778,0.2222222222222222,26.0,-1
AR0104,C034,2025-10-03,494143,11.444444444444445,12.0,2.068278940998476,0.0,1.0,14.0,11
AR0687,C015,2025-10-04,174084,-0.5714285714285714,-1.0,1.3985864135061359,0.7857142857142857,0.2142857142857143,3.0,-2
AR0307,C009,2025-10-04,623372,15.055555555555555,15.5,9.902300518341965,0.1111111111111111,0.8888888888888888,16.0,18
AR0528,C036,2025-10-05,223902,0.1,0.0,1.66332999331662,0.5,0.5,19.0,0
AR0069,C029,2025-10-06,505514,0.45454545454545453,0.0,1.1281521496355322,0.5454545454545454,0.4545454545454546,10.0,0
AR0679,C044,2025-10-06,315074,0.125,0.0,1.457737973711325,0.625,0.375,4.0,2
AR0634,C042,2025-10-06,383360,11.923076923076923,12.0,2.1393744592574433,0.0,1.0,35.0,15
AR0606,C022,2025-10-07,267472,3.375,3.0,1.1877349391654208,0.0,1.0,20.0,4
AR0554,C041,2025-10-07,223432,11.333333333333334,12.0,2.6457513110645907,0.0,1.0,20.0,12
AR0193,C028,2025-10-09,251457,10.625,11.0,1.9226098333849673,0.0,1.0,18.0,13
