invoice_id,customer_id,amount,due_date,predicted_delay,predicted_payment_date,expected_inflow
AR0394,C032,112114,2025-09-08,-0.54,2025-09-07,112114
AR0047,C032,151874,2025-10-04,0.56,2025-10-05,151874
AR0521,C032,256325,2025-10-23,1.34,2025-10-24,256325
AR0187,C032,542744,2025-11-11,-0.43,2025-11-11,542744
AR0288,C032,123544,2025-11-25,-0.1,2025-11-25,123544
AR0351,C032,646028,2026-01-30,0.48,2026-01-30,646028
AR0245,C033,364803,2025-01-31,9.74,2025-02-10,364803
AR0584,C033,43752,2025-02-20,11.64,2025-03-04,43752
AR0015,C033,476402,2025-03-26,11.79,2025-04-07,476402
AR0347,C033,342493,2025-05-24,8.76,2025-06-02,342493
AR0443,C033,29558,2025-08-04,12.14,2025-08-16,29558
AR0495,C033,447507,2025-08-22,13.82,2025-09-05,447507
AR0663,C033,443987,2025-09-16,9.57,2025-09-26,443987
AR0579,C033,420767,2025-09-18,11.85,2025-09-30,420767
AR0116,C033,436145,2025-09-30,10.83,2025-10-11,436145
AR0076,C033,174407,2025-10-08,8.68,2025-10-17,174407
AR0458,C033,275422,2025-10-28,11.22,2025-11-08,275422
AR0396,C033,593992,2025-11-13,12.84,2025-11-26,593992
AR0346,C033,100327,2025-11-30,11.05,2025-12-11,100327
AR0172,C033,258573,2025-12-28,10.9,2026-01-08,258573
AR0344,C034,410943,2025-03-30,7.9,2025-04-07,410943
AR0603,C034,314066,2025-05-17,13.35,2025-05-30,314066
AR0695,C034,442825,2025-07-13,13.26,2025-07-26,442825
AR0483,C034,55483,2025-08-03,9.48,2025-08-12,55483
AR0661,C034,80943,2025-09-14,11.22,2025-09-25,80943
AR0657,C034,296914,2025-09-16,12.23,2025-09-28,296914
AR0586,C034,98087,2025-09-21,10.74,2025-10-02,98087
AR0308,C034,573769,2025-10-14,11.84,2025-10-26,573769
AR0409,C034,139910,2025-10-19,12.04,2025-10-31,139910
AR0104,C034,494143,2025-11-02,11.1,2025-11-13,494143
AR0389,C034,236210,2026-01-07,10.82,2026-01-18,236210
AR0082,C035,457568,2025-02-18,9.72,2025-02-28,457568
AR0670,C035,488828,2025-03-02,10.73,2025-03-13,488828
AR0136,C035,92547,2025-03-13,10.72,2025-03-24,92547
AR0660,C035,122203,2025-04-17,12.68,2025-04-30,122203
AR0066,C035,285229,2025-05-20,11.88,2025-06-01,285229
AR0003,C035,411650,2025-06-14,13.16,2025-06-27,411650
AR0676,C035,297265,2025-08-20,10.23,2025-08-30,297265
AR0042,C035,93495,2025-09-17,13.18,2025-09-30,93495
AR0590,C035,450320,2025-10-08,12.3,2025-10-20,450320
AR0230,C035,286937,2025-10-10,9.52,2025-10-20,286937
AR0018,C035,23343,2025-10-29,12.78,2025-11-11,23343
AR0010,C036,376664,2025-02-05,0.36,2025-02-05,376664
AR0185,C036,290861,2025-02-05,2.98,2025-02-08,290861
AR0461,C036,392978,2025-03-24,1.52,2025-03-26,392978
AR0249,C036,196661,2025-04-08,0.52,2025-04-09,196661
AR0578,C036,58551,2025-06-27,0.5,2025-06-27,58551
AR0365,C036,426970,2025-07-18,-1.25,2025-07-17,426970
AR0253,C036,68868,2025-08-27,-0.65,2025-08-26,68868
AR0211,C036,337885,2025-09-01,1.12,2025-09-02,337885
AR0130,C036,490395,2025-09-16,-0.27,2025-09-16,490395
AR0659,C036,144886,2025-10-16,1.18,2025-10-17,144886
AR0528,C036,223902,2025-11-04,0.09,2025-11-04,223902
AR0474,C036,385715,2025-12-08,0.19,2025-12-08,385715
AR0373,C036,444195,2025-12-15,0.18,2025-12-15,444195
AR0618,C036,211129,2026-01-22,0.42,2026-01-22,211129
AR0080,C036,317500,2026-01-27,0.82,2026-01-28,317500
AR0235,C037,420088,2025-02-20,4.52,2025-02-25,420088
AR0170,C037,202034,2025-02-21,25.04,2025-03-18,202034
AR0550,C037,452661,2025-02-21,21.13,2025-03-14,452661
AR0021,C037,64907,2025-03-12,24.78,2025-04-06,64907
AR0518,C037,342227,2025-04-11,14.09,2025-04-25,342227
AR0336,C037,55971,2025-05-16,22.07,2025-06-07,55971
AR0372,C037,443216,2025-05-26,17.36,2025-06-12,443216
AR0058,C037,323520,2025-06-06,4.19,2025-06-10,323520
AR0296,C037,321366,2025-08-02,12.57,2025-08-15,321366
AR0482,C037,118206,2025-09-01,7.58,2025-09-09,118206
AR0060,C037,213748,2025-10-25,14.32,2025-11-08,213748
AR0577,C037,158671,2025-11-14,16.4,2025-11-30,158671
AR0215,C037,67051,2025-12-14,13.58,2025-12-28,67051
AR0285,C037,566160,2026-01-15,12.62,2026-01-28,566160
AR0234,C038,420954,2025-02-10,2.06,2025-02-12,420954
AR0165,C038,183555,2025-02-13,0.7,2025-02-14,183555
AR0420,C038,204519,2025-02-28,1.36,2025-03-01,204519
AR0326,C038,556842,2025-04-20,0.59,2025-04-21,556842
AR0030,C038,23770,2025-05-23,-1.34,2025-05-22,23770
AR0342,C038,32513,2025-07-15,-0.84,2025-07-14,32513
AR0270,C038,547368,2025-07-19,-1.08,2025-07-18,547368
AR0589,C038,328875,2025-07-22,1.2,2025-07-23,328875
AR0316,C038,451183,2025-08-14,-0.11,2025-08-14,451183
AR0004,C038,209790,2025-08-23,-0.52,2025-08-22,209790
AR0405,C038,294707,2025-08-24,-1.17,2025-08-23,294707
AR0054,C038,326183,2025-10-02,1.54,2025-10-04,326183
AR0083,C038,126935,2025-11-09,0.3,2025-11-09,126935
AR0646,C038,33793,2025-11-20,-0.18,2025-11-20,33793
AR0548,C038,131094,2025-11-24,-0.24,2025-11-24,131094
AR0114,C038,472230,2025-12-07,0.74,2025-12-08,472230
AR0231,C039,486313,2025-02-20,14.62,2025-03-07,486313
AR0008,C039,221728,2025-03-04,17.22,2025-03-21,221728
AR0516,C039,432427,2025-04-19,19.4,2025-05-08,432427
AR0504,C039,305985,2025-05-03,14.1,2025-05-17,305985
AR0507,C039,107369,2025-09-06,18.82,2025-09-25,107369
AR0009,C039,297408,2025-09-27,12.14,2025-10-09,297408
AR0594,C039,159214,2025-09-30,11.5,2025-10-12,159214
AR0299,C039,525144,2025-10-12,15.7,2025-10-28,525144
AR0572,C039,484372,2025-12-31,18.07,2026-01-18,484372
AR0683,C040,146178,2025-02-08,0.62,2025-02-09,146178
AR0278,C040,143087,2025-03-07,0.06,2025-03-07,143087
AR0059,C040,239794,2025-03-13,1.2,2025-03-14,239794
AR0534,C040,54470,2025-03-16,-0.16,2025-03-16,54470
AR0160,C040,166825,2025-04-19,-0.51,2025-04-18,166825
AR0087,C040,165735,2025-04-20,-0.84,2025-04-19,165735
AR0212,C040,426686,2025-05-26,1.48,2025-05-27,426686
AR0106,C040,422976,2025-07-10,-0.78,2025-07-09,422976
AR0328,C040,166664,2025-08-27,-1.27,2025-08-26,166664
AR0565,C040,150165,2025-09-02,-1.01,2025-09-01,150165
AR0509,C040,163946,2025-09-10,-1.64,2025-09-08,163946
AR0607,C040,138921,2025-10-05,-0.82,2025-10-04,138921
AR0247,C040,400078,2025-10-13,0.56,2025-10-14,400078
AR0177,C040,553975,2025-11-02,0.46,2025-11-02,553975
AR0065,C040,94143,2025-11-15,-1.32,2025-11-14,94143
AR0424,C040,371603,2025-12-01,-0.55,2025-11-30,371603
AR0553,C040,46641,2025-12-24,-0.29,2025-12-24,46641
AR0070,C040,386512,2025-12-31,0.52,2026-01-01,386512
AR0580,C040,442470,2026-01-14,0.56,2026-01-15,442470
AR0303,C041,493643,2025-03-21,8.64,2025-03-30,493643
AR0621,C041,47520,2025-05-30,10.71,2025-06-10,47520
AR0079,C041,104715,2025-06-14,15.75,2025-06-30,104715
AR0419,C041,503131,2025-07-05,12.78,2025-07-18,503131
AR0293,C041,381923,2025-09-05,11.55,2025-09-17,381923
AR0320,C041,496781,2025-09-25,12.24,2025-10-07,496781
AR0277,C041,548985,2025-10-07,9.32,2025-10-16,548985
AR0238,C041,78012,2025-10-09,13.84,2025-10-23,78012
AR0016,C041,390166,2025-10-17,11.1,2025-10-28,390166
AR0554,C041,223432,2025-11-06,11.38,2025-11-17,223432
AR0540,C041,150021,2025-11-27,10.54,2025-12-08,150021
AR0251,C041,570791,2025-12-08,11.31,2025-12-19,570791
AR0477,C041,337556,2025-12-15,11.44,2025-12-26,337556
AR0693,C041,317168,2026-01-13,11.7,2026-01-25,317168
AR0627,C042,496020,2025-03-02,9.16,2025-03-11,496020
AR0275,C042,466570,2025-03-13,15.32,2025-03-28,466570
AR0327,C042,457095,2025-03-22,13.97,2025-04-05,457095
AR0225,C042,570709,2025-04-17,11.82,2025-04-29,570709
AR0552,C042,422107,2025-05-18,13.22,2025-05-31,422107
AR0616,C042,411820,2025-06-11,14.0,2025-06-25,411820
AR0498,C042,187730,2025-07-19,10.32,2025-07-29,187730
AR0675,C042,94526,2025-07-28,10.67,2025-08-08,94526
AR0332,C042,51745,2025-08-02,13.16,2025-08-15,51745
AR0647,C042,383210,2025-08-03,11.41,2025-08-14,383210
AR0321,C042,81171,2025-08-28,10.68,2025-09-08,81171
AR0001,C042,94905,2025-09-22,11.68,2025-10-04,94905
AR0625,C042,310868,2025-10-01,11.08,2025-10-12,310868
AR0634,C042,383360,2025-11-05,14.0,2025-11-19,383360
AR0628,C042,184275,2025-11-20,10.37,2025-11-30,184275
AR0117,C043,168785,2025-03-15,4.01,2025-03-19,168785
AR0086,C043,205429,2025-03-24,5.12,2025-03-29,205429
AR0240,C043,469699,2025-03-25,3.47,2025-03-28,469699
AR0090,C043,159883,2025-06-07,3.14,2025-06-10,159883
AR0506,C043,207795,2025-07-01,4.82,2025-07-06,207795
AR0527,C043,450803,2025-07-27,2.72,2025-07-30,450803
AR0108,C043,191013,2025-08-28,4.36,2025-09-01,191013
AR0385,C043,274626,2025-09-05,4.43,2025-09-09,274626
AR0604,C043,339826,2025-10-02,4.5,2025-10-06,339826
AR0034,C043,152169,2025-10-06,3.2,2025-10-09,152169
AR0051,C043,116331,2025-10-07,3.5,2025-10-11,116331
AR0691,C043,156273,2025-10-24,4.54,2025-10-29,156273
AR0128,C043,359992,2025-10-29,3.7,2025-11-02,359992
AR0071,C043,230048,2025-11-10,2.96,2025-11-13,230048
AR0549,C043,517164,2025-12-16,3.1,2025-12-19,517164
AR0063,C043,230469,2025-12-27,3.14,2025-12-30,230469
AR0147,C043,569992,2026-01-13,3.28,2026-01-16,569992
AR0325,C043,394180,2026-01-22,3.5,2026-01-26,394180
AR0384,C044,162660,2025-03-13,2.2,2025-03-15,162660
AR0592,C044,238387,2025-03-28,1.32,2025-03-29,238387
AR0111,C044,394113,2025-04-30,1.12,2025-05-01,394113
AR0057,C044,231694,2025-05-31,-1.19,2025-05-30,231694
AR0166,C044,227961,2025-08-11,-0.62,2025-08-10,227961
AR0513,C044,38244,2025-09-12,-0.77,2025-09-11,38244
AR0276,C044,285004,2025-10-31,-0.02,2025-10-31,285004
AR0011,C044,537778,2025-11-01,-0.3,2025-11-01,537778
AR0679,C044,315074,2025-11-05,1.52,2025-11-07,315074
AR0416,C044,464245,2025-11-16,1.22,2025-11-17,464245
AR0434,C044,61690,2025-12-03,0.01,2025-12-03,61690
AR0169,C044,575026,2025-12-04,-0.3,2025-12-04,575026
AR0312,C044,296865,2026-01-11,0.91,2026-01-12,296865
AR0388,C044,430264,2026-01-13,-0.45,2026-01-13,430264
AR0091,C045,220562,2025-03-27,2.94,2025-03-30,220562
AR0650,C045,408098,2025-04-01,0.16,2025-04-01,408098
AR0203,C045,407591,2025-04-05,0.5,2025-04-05,407591
AR0471,C045,480528,2025-04-12,0.64,2025-04-13,480528
AR0265,C045,319786,2025-06-02,0.91,2025-06-03,319786
AR0109,C045,357271,2025-07-01,-0.44,2025-07-01,357271
AR0297,C045,36227,2025-07-01,-0.38,2025-07-01,36227
AR0329,C045,133911,2025-08-08,0.7,2025-08-09,133911
AR0229,C045,162735,2025-08-25,1.54,2025-08-27,162735
AR0194,C045,162038,2025-09-20,0.2,2025-09-20,162038
AR0222,C045,57318,2025-09-20,-0.12,2025-09-20,57318
AR0188,C045,412434,2025-10-01,0.91,2025-10-02,412434
AR0491,C045,403892,2025-10-03,-0.57,2025-10-02,403892
AR0250,C045,96211,2025-10-06,-1.6,2025-10-04,96211
AR0524,C045,143693,2025-10-09,-1.37,2025-10-08,143693
AR0654,C045,648138,2025-11-08,0.61,2025-11-09,648138
AR0220,C045,346279,2025-12-01,0.1,2025-12-01,346279
AR0451,C045,577422,2025-12-16,0.26,2025-12-16,577422
AR0610,C045,359291,2026-01-26,0.86,2026-01-27,359291
AR0175,C046,285568,2025-04-19,3.72,2025-04-23,285568
AR0252,C046,210360,2025-04-22,3.17,2025-04-25,210360
AR0638,C046,27384,2025-05-06,3.92,2025-05-10,27384
AR0138,C046,53674,2025-05-20,4.54,2025-05-25,53674
AR0026,C046,263563,2025-07-09,3.88,2025-07-13,263563
AR0526,C046,66027,2025-09-15,3.6,2025-09-19,66027
AR0523,C046,132496,2025-09-16,3.92,2025-09-20,132496
AR0201,C046,112274,2025-10-31,3.72,2025-11-04,112274
AR0662,C046,359171,2025-11-25,4.4,2025-11-29,359171
AR0031,C046,66125,2025-12-20,4.13,2025-12-24,66125
AR0469,C046,254524,2025-12-29,2.56,2026-01-01,254524
AR0667,C047,227591,2025-02-11,9.58,2025-02-21,227591
AR0367,C047,170800,2025-02-26,12.46,2025-03-10,170800
AR0595,C047,325934,2025-02-26,12.42,2025-03-10,325934
AR0039,C047,373036,2025-02-27,9.72,2025-03-09,373036
AR0682,C047,36891,2025-03-29,13.66,2025-04-12,36891
AR0305,C047,77343,2025-04-08,11.88,2025-04-20,77343
AR0148,C047,529767,2025-04-25,13.52,2025-05-09,529767
AR0357,C047,245480,2025-05-21,13.75,2025-06-04,245480
AR0677,C047,457686,2025-05-25,10.4,2025-06-04,457686
AR0107,C047,328759,2025-07-03,11.71,2025-07-15,328759
AR0101,C047,286115,2025-07-10,9.99,2025-07-20,286115
AR0560,C047,263398,2025-07-26,10.45,2025-08-05,263398
AR0575,C047,420480,2025-08-06,13.22,2025-08-19,420480
AR0503,C047,61380,2025-09-05,13.19,2025-09-18,61380
AR0452,C047,42907,2025-09-12,13.7,2025-09-26,42907
AR0637,C047,359888,2025-09-22,11.76,2025-10-04,359888
AR0176,C047,415181,2025-10-25,12.74,2025-11-07,415181
AR0035,C047,418730,2025-11-19,13.16,2025-12-02,418730
AR0689,C047,243356,2025-11-21,10.92,2025-12-02,243356
AR0487,C047,454203,2026-01-02,12.52,2026-01-15,454203
AR0348,C047,381407,2026-01-03,11.47,2026-01-14,381407
AR0602,C048,390029,2025-03-03,1.08,2025-03-04,390029
AR0232,C048,386996,2025-07-15,0.26,2025-07-15,386996
AR0089,C048,494724,2025-07-20,1.01,2025-07-21,494724
AR0500,C048,489047,2025-09-13,1.25,2025-09-14,489047
AR0267,C048,389742,2025-09-30,1.25,2025-10-01,389742
AR0131,C048,294360,2025-10-01,-0.22,2025-10-01,294360
AR0448,C048,45758,2025-10-27,-0.06,2025-10-27,45758
AR0073,C048,131948,2025-11-10,0.32,2025-11-10,131948
AR0653,C048,280653,2025-12-07,-0.06,2025-12-07,280653
AR0678,C049,176428,2025-02-11,4.32,2025-02-15,176428
AR0006,C049,471465,2025-02-24,2.81,2025-02-27,471465
AR0248,C049,126723,2025-02-26,3.78,2025-03-02,126723
AR0124,C049,428116,2025-03-26,4.47,2025-03-30,428116
AR0216,C049,347950,2025-05-17,3.4,2025-05-20,347950
AR0132,C049,460330,2025-06-06,3.66,2025-06-10,460330
AR0656,C049,376695,2025-06-06,4.04,2025-06-10,376695
AR0626,C049,188384,2025-06-27,3.88,2025-07-01,188384
AR0561,C049,289997,2025-08-08,2.88,2025-08-11,289997
AR0129,C049,341206,2025-09-14,4.43,2025-09-18,341206
AR0655,C049,572618,2025-11-02,3.09,2025-11-05,572618
AR0415,C049,543912,2025-11-15,4.18,2025-11-19,543912
AR0142,C049,285257,2025-11-21,4.0,2025-11-25,285257
AR0280,C049,505753,2025-12-21,3.28,2025-12-24,505753
AR0413,C049,77357,2026-01-01,4.47,2026-01-05,77357
AR0197,C049,152192,2026-01-19,3.86,2026-01-23,152192
AR0392,C050,483735,2025-04-11,5.26,2025-04-16,483735
AR0614,C050,198121,2025-04-15,-0.76,2025-04-14,198121
AR0164,C050,210533,2025-04-24,-1.14,2025-04-23,210533
AR0300,C050,338276,2025-05-28,0.14,2025-05-28,338276
AR0096,C050,204101,2025-06-22,1.18,2025-06-23,204101
AR0597,C050,97477,2025-08-13,-0.9,2025-08-12,97477
AR0536,C050,451666,2025-08-28,1.36,2025-08-29,451666
AR0445,C050,138765,2025-10-06,-0.85,2025-10-05,138765
AR0133,C050,315178,2025-10-24,-0.63,2025-10-23,315178
AR0382,C050,432369,2025-11-17,-1.03,2025-11-16,432369
AR0488,C050,527083,2025-11-24,0.14,2025-11-24,527083
AR0449,C050,115319,2025-12-13,-0.94,2025-12-12,115319
AR0414,C050,362776,2025-12-18,-0.3,2025-12-18,362776
AR0012,C050,257853,2025-12-25,-0.38,2025-12-25,257853
AR0158,C050,53437,2025-12-30,-0.28,2025-12-30,53437
