date,expected_inflow,expected_outflow,net_cash_flow,projected_cash_balance,lower_cash,base_cash,upper_cash,cash_buffer,risk_status,cash_after_30_days,cash_after_60_days,cash_after_90_days
2025-08-05,980959.0,0.0,980959.0,76265977.0,73029522.0,76265977.0,77780593.0,63029522.0,SAFE,85570713.0,98634623.0,114424489.0
2025-08-06,472008.0,551850.0,-79842.0,76186135.0,72879367.0,76186135.0,77626734.0,62879367.0,SAFE,86018220.0,98980093.0,114760665.0
2025-08-07,0.0,139957.0,-139957.0,76046178.0,73911487.0,76046178.0,78782205.0,63911487.0,SAFE,86672879.0,99256491.0,116546056.0
2025-08-08,467281.0,286938.0,180343.0,76226521.0,74419278.0,76226521.0,79602551.0,64419278.0,SAFE,86571132.0,99904164.0,116546056.0
2025-08-09,133911.0,186154.0,-52243.0,76174278.0,74201096.0,76174278.0,79467954.0,64201096.0,SAFE,86863630.0,100829585.0,116950308.0
2025-08-10,1155471.0,0.0,1155471.0,77329749.0,74110211.0,77329749.0,79953861.0,64110211.0,SAFE,87361250.0,101468871.0,117471051.0
2025-08-11,820346.0,0.0,820346.0,78150095.0,74211919.0,78150095.0,81172083.0,64211919.0,SAFE,87361250.0,101468871.0,118379771.0
2025-08-12,152960.0,58477.0,94483.0,78244578.0,74054216.0,78244578.0,81545194.0,64054216.0,SAFE,87246898.0,101721225.0,118903775.0
2025-08-13,485907.0,150155.0,335752.0,78580330.0,74993881.0,78580330.0,81022902.0,64993881.0,SAFE,87376102.0,102277938.0,119917126.0
2025-08-14,1218222.0,0.0,1218222.0,79798552.0,75583574.0,79798552.0,80882945.0,65583574.0,SAFE,87899651.0,102277938.0,119917126.0
2025-08-15,373111.0,473168.0,-100057.0,79698495.0,75687302.0,79698495.0,80596007.0,65687302.0,SAFE,89079054.0,102678016.0,120594796.0
2025-08-16,29558.0,690190.0,-660632.0,79037863.0,76173209.0,79037863.0,81083085.0,66173209.0,SAFE,89079054.0,103278916.0,120688939.0
2025-08-17,0.0,90885.0,-90885.0,78946978.0,77391431.0,78946978.0,81480087.0,67391431.0,SAFE,89569449.0,103827901.0,121580802.0
2025-08-18,0.0,365573.0,-365573.0,78581405.0,77764542.0,78581405.0,81696611.0,67764542.0,SAFE,90636931.0,104441752.0,122078522.0
2025-08-19,673232.0,291614.0,381618.0,78963023.0,77794100.0,78963023.0,81847924.0,67794100.0,SAFE,91240692.0,104441752.0,123240227.0
2025-08-20,397002.0,215806.0,181196.0,79144219.0,77794100.0,79144219.0,81992476.0,67794100.0,SAFE,91190646.0,106116271.0,122798034.0
2025-08-21,216524.0,230653.0,-14129.0,79130090.0,77794100.0,79130090.0,82781687.0,67794100.0,SAFE,91542498.0,106853528.0,123725306.0
2025-08-22,209790.0,49232.0,160558.0,79290648.0,78245201.0,79290648.0,83259408.0,68245201.0,SAFE,91677322.0,107148742.0,124497329.0
2025-08-23,294707.0,0.0,294707.0,79585355.0,78568903.0,79585355.0,82804750.0,68568903.0,SAFE,91879201.0,107267369.0,124568304.0
2025-08-24,789211.0,0.0,789211.0,80374566.0,78272056.0,80374566.0,83131762.0,68272056.0,SAFE,91346555.0,107459864.0,125404393.0
2025-08-25,950889.0,0.0,950889.0,81325455.0,78127495.0,81325455.0,82766189.0,68127495.0,SAFE,92148706.0,108061423.0,125404393.0
2025-08-26,235532.0,0.0,235532.0,81560987.0,78220829.0,81560987.0,83403912.0,68220829.0,SAFE,92131354.0,108479564.0,125700305.0
2025-08-27,417897.0,0.0,417897.0,81978884.0,78739927.0,81978884.0,83795153.0,68739927.0,SAFE,92655740.0,108743038.0,127140828.0
2025-08-28,0.0,0.0,0.0,81978884.0,79690816.0,81978884.0,84047050.0,69690816.0,SAFE,93135232.0,109726639.0,128157881.0
2025-08-29,929337.0,222131.0,707206.0,82686090.0,79926348.0,82686090.0,84582486.0,69926348.0,SAFE,93729435.0,110571522.0,128157881.0
2025-08-30,607047.0,73300.0,533747.0,83219837.0,80229672.0,83219837.0,85788645.0,70229672.0,SAFE,93729435.0,110593781.0,128545742.0
2025-08-31,482550.0,513371.0,-30821.0,83189016.0,80015811.0,83189016.0,86898076.0,70015811.0,SAFE,94620720.0,110593781.0,129181711.0
2025-09-01,584668.0,354351.0,230317.0,83419333.0,80623915.0,83419333.0,87205352.0,70623915.0,SAFE,95801139.0,111702924.0,130069446.0
2025-09-02,1206159.0,201373.0,1004786.0,84424119.0,80909708.0,84424119.0,87652859.0,70909708.0,SAFE,97361318.0,112894623.0,130919181.0
2025-09-03,1109431.0,270113.0,839318.0,85263437.0,81392258.0,85263437.0,88422091.0,71392258.0,SAFE,97403524.0,113982674.0,131557308.0
2025-09-04,307276.0,0.0,307276.0,85570713.0,81824330.0,85570713.0,88534205.0,71824330.0,SAFE,98634623.0,114424489.0,132088627.0
2025-09-05,447507.0,0.0,447507.0,86018220.0,82964944.0,86018220.0,88925805.0,72964944.0,SAFE,98980093.0,114760665.0,133546745.0
2025-09-06,769232.0,114573.0,654659.0,86672879.0,84074375.0,86672879.0,89671379.0,74074375.0,SAFE,99256491.0,116546056.0,133282460.0
2025-09-07,112114.0,213861.0,-101747.0,86571132.0,84381651.0,86571132.0,89158008.0,74381651.0,SAFE,99904164.0,116546056.0,134132685.0
2025-09-08,613731.0,321233.0,292498.0,86863630.0,84829158.0,86863630.0,88841901.0,74829158.0,SAFE,100829585.0,116950308.0,134785741.0
2025-09-09,818874.0,321254.0,497620.0,87361250.0,85598390.0,87361250.0,88835277.0,75598390.0,SAFE,101468871.0,117471051.0,135920865.0
2025-09-10,0.0,0.0,0.0,87361250.0,85589433.0,87361250.0,89088713.0,75589433.0,SAFE,101468871.0,118379771.0,136768228.0
2025-09-11,38244.0,152596.0,-114352.0,87246898.0,86203164.0,87246898.0,90268116.0,76203164.0,SAFE,101721225.0,118903775.0,137919386.0
2025-09-12,194749.0,65545.0,129204.0,87376102.0,86905965.0,87376102.0,90268116.0,76905965.0,SAFE,102277938.0,119917126.0,138286183.0
2025-09-13,523549.0,0.0,523549.0,87899651.0,86905965.0,87899651.0,90643938.0,76905965.0,SAFE,102277938.0,119917126.0,138924358.0
2025-09-14,1179403.0,0.0,1179403.0,89079054.0,86944209.0,89079054.0,91618630.0,76944209.0,SAFE,102678016.0,120594796.0,139455330.0
2025-09-15,0.0,0.0,0.0,89079054.0,86606308.0,89079054.0,91901158.0,76606308.0,SAFE,103278916.0,120688939.0,139954591.0
2025-09-16,490395.0,0.0,490395.0,89569449.0,86515625.0,89569449.0,91645931.0,76515625.0,SAFE,103827901.0,121580802.0,140291820.0
2025-09-17,1188553.0,121071.0,1067482.0,90636931.0,87576570.0,90636931.0,91997783.0,77576570.0,SAFE,104441752.0,122078522.0,141399142.0
2025-09-18,603761.0,0.0,603761.0,91240692.0,87370906.0,91240692.0,91980011.0,77370906.0,SAFE,104441752.0,123240227.0,141727744.0
2025-09-19,66027.0,116073.0,-50046.0,91190646.0,87861301.0,91190646.0,92648995.0,77861301.0,SAFE,106116271.0,122798034.0,142467029.0
2025-09-20,351852.0,0.0,351852.0,91542498.0,89049854.0,91542498.0,92730581.0,79049854.0,SAFE,106853528.0,123725306.0,144222671.0
2025-09-21,134824.0,0.0,134824.0,91677322.0,89565690.0,91677322.0,93651190.0,79565690.0,SAFE,107148742.0,124497329.0,144599937.0
2025-09-22,734529.0,532650.0,201879.0,91879201.0,89631717.0,91879201.0,93839502.0,79631717.0,SAFE,107267369.0,124568304.0,144257109.0
2025-09-23,81586.0,614232.0,-532646.0,91346555.0,89983569.0,91346555.0,94363888.0,79983569.0,SAFE,107459864.0,125404393.0,144257109.0
2025-09-24,920609.0,118458.0,802151.0,92148706.0,90118393.0,92148706.0,94722309.0,80118393.0,SAFE,108061423.0,125404393.0,144456213.0
2025-09-25,188312.0,205664.0,-17352.0,92131354.0,90814072.0,92131354.0,95404437.0,80814072.0,SAFE,108479564.0,125700305.0,145251256.0
2025-09-26,524386.0,0.0,524386.0,92655740.0,90895658.0,92655740.0,95288364.0,80895658.0,SAFE,108743038.0,127140828.0,146315412.0
2025-09-27,479492.0,0.0,479492.0,93135232.0,91587898.0,93135232.0,96179649.0,81587898.0,SAFE,109726639.0,128157881.0,146357859.0
2025-09-28,682128.0,87925.0,594203.0,93729435.0,91403137.0,93729435.0,97360068.0,81403137.0,SAFE,110571522.0,128157881.0,146357859.0
2025-09-29,0.0,0.0,0.0,93729435.0,91864095.0,93729435.0,98426447.0,81864095.0,SAFE,110593781.0,128545742.0,146424910.0
2025-09-30,891285.0,0.0,891285.0,94620720.0,92343587.0,94620720.0,97854421.0,82343587.0,SAFE,110593781.0,129181711.0,147198343.0
2025-10-01,1180419.0,0.0,1180419.0,95801139.0,92718421.0,95801139.0,99195431.0,82718421.0,SAFE,111702924.0,130069446.0,148172356.0
2025-10-02,1599029.0,38850.0,1560179.0,97361318.0,92718421.0,97361318.0,99708310.0,82718421.0,SAFE,112894623.0,130919181.0,148588430.0
2025-10-03,42206.0,0.0,42206.0,97403524.0,93609706.0,97403524.0,100048136.0,83609706.0,SAFE,113982674.0,131557308.0,149851907.0
2025-10-04,1459468.0,228369.0,1231099.0,98634623.0,94447179.0,98634623.0,100695809.0,84447179.0,SAFE,114424489.0,132088627.0,149851907.0
2025-10-05,718543.0,373073.0,345470.0,98980093.0,96046208.0,98980093.0,101840599.0,86046208.0,SAFE,114760665.0,133546745.0,150860590.0
2025-10-06,339826.0,63428.0,276398.0,99256491.0,96088414.0,99256491.0,102479885.0,86088414.0,SAFE,116546056.0,133282460.0,150553060.0
2025-10-07,647673.0,0.0,647673.0,99904164.0,97547882.0,99904164.0,102479885.0,87547882.0,SAFE,116546056.0,134132685.0,150399864.0
2025-10-08,1232715.0,307294.0,925421.0,100829585.0,98266425.0,100829585.0,103075185.0,88266425.0,SAFE,116950308.0,134785741.0,150399864.0
2025-10-09,639286.0,0.0,639286.0,101468871.0,98606251.0,101468871.0,103593048.0,88606251.0,SAFE,117471051.0,135920865.0,149866038.0
2025-10-10,0.0,0.0,0.0,101468871.0,99045093.0,101468871.0,103593048.0,89045093.0,SAFE,118379771.0,136768228.0,150124611.0
2025-10-11,595300.0,342946.0,252354.0,101721225.0,100277808.0,101721225.0,103764757.0,90277808.0,SAFE,118903775.0,137919386.0,150295176.0
2025-10-12,556713.0,0.0,556713.0,102277938.0,100731448.0,102277938.0,103992584.0,90731448.0,SAFE,119917126.0,138286183.0,150871148.0
2025-10-13,0.0,0.0,0.0,102277938.0,100731448.0,102277938.0,104478141.0,90731448.0,SAFE,119917126.0,138924358.0,151419368.0
2025-10-14,400078.0,0.0,400078.0,102678016.0,101326748.0,102678016.0,105300823.0,91326748.0,SAFE,120594796.0,139455330.0,151717644.0
2025-10-15,600900.0,0.0,600900.0,103278916.0,101597298.0,103278916.0,104993529.0,91597298.0,SAFE,120688939.0,139954591.0,152490923.0
2025-10-16,548985.0,0.0,548985.0,103827901.0,101281346.0,103827901.0,106853694.0,91281346.0,SAFE,121580802.0,140291820.0,152541117.0
2025-10-17,822682.0,208831.0,613851.0,104441752.0,101454562.0,104441752.0,107590951.0,91454562.0,SAFE,122078522.0,141399142.0,153362632.0
2025-10-18,0.0,0.0,0.0,104441752.0,101986549.0,104441752.0,107543219.0,91986549.0,SAFE,123240227.0,141727744.0,154487559.0
2025-10-19,1860165.0,185646.0,1674519.0,106116271.0,102225239.0,106116271.0,107948009.0,92225239.0,SAFE,122798034.0,142467029.0,154956176.0
2025-10-20,737257.0,0.0,737257.0,106853528.0,103047921.0,106853528.0,108456456.0,93047921.0,SAFE,123725306.0,144222671.0,156964141.0
2025-10-21,295214.0,0.0,295214.0,107148742.0,102819292.0,107148742.0,109284877.0,92819292.0,SAFE,124497329.0,144599937.0,156932968.0
2025-10-22,404790.0,286163.0,118627.0,107267369.0,104545443.0,107267369.0,109771931.0,94545443.0,SAFE,124568304.0,144257109.0,157046910.0
2025-10-23,508447.0,315952.0,192495.0,107459864.0,105282700.0,107459864.0,110345700.0,95282700.0,SAFE,125404393.0,144257109.0,157046910.0
2025-10-24,828421.0,226862.0,601559.0,108061423.0,105346411.0,108061423.0,111120470.0,95346411.0,SAFE,125404393.0,144456213.0,157594812.0
2025-10-25,487054.0,68913.0,418141.0,108479564.0,105751201.0,108479564.0,112193982.0,95751201.0,SAFE,125700305.0,145251256.0,157722113.0
2025-10-26,573769.0,310295.0,263474.0,108743038.0,106259648.0,108743038.0,112164609.0,96259648.0,SAFE,127140828.0,146315412.0,158543192.0
2025-10-27,983601.0,0.0,983601.0,109726639.0,106708618.0,109726639.0,112164609.0,96708618.0,SAFE,128157881.0,146357859.0,159123914.0
2025-10-28,1073512.0,228629.0,844883.0,110571522.0,107195672.0,110571522.0,113505255.0,97195672.0,SAFE,128157881.0,146357859.0,159394632.0
2025-10-29,156273.0,134014.0,22259.0,110593781.0,107378637.0,110593781.0,114410791.0,97378637.0,SAFE,128545742.0,146424910.0,160152469.0
2025-10-30,0.0,0.0,0.0,110593781.0,108362238.0,110593781.0,115182890.0,98362238.0,SAFE,129181711.0,147198343.0,160685030.0
2025-10-31,1340646.0,231503.0,1109143.0,111702924.0,109109747.0,111702924.0,115777294.0,99109747.0,SAFE,130069446.0,148172356.0,160791770.0
2025-11-01,1191699.0,0.0,1191699.0,112894623.0,109266020.0,112894623.0,116044557.0,99266020.0,SAFE,130919181.0,148588430.0,161155171.0
2025-11-02,1088051.0,0.0,1088051.0,113982674.0,109266020.0,113982674.0,117910457.0,99266020.0,SAFE,131557308.0,149851907.0,161664790.0
2025-11-03,821266.0,379451.0,441815.0,114424489.0,110606666.0,114424489.0,117910457.0,100606666.0,SAFE,132088627.0,149851907.0,161772593.0
2025-11-04,336176.0,0.0,336176.0,114760665.0,111798365.0,114760665.0,118412083.0,101798365.0,SAFE,133546745.0,150860590.0,161772593.0
2025-11-05,2176195.0,390804.0,1785391.0,116546056.0,112886416.0,116546056.0,118798812.0,102886416.0,SAFE,133282460.0,150553060.0,161451218.0
2025-11-06,0.0,0.0,0.0,116546056.0,113245347.0,116546056.0,119707532.0,103245347.0,SAFE,134132685.0,150399864.0,161451218.0
2025-11-07,730255.0,326003.0,404252.0,116950308.0,113581523.0,116950308.0,120000033.0,103581523.0,SAFE,134785741.0,150399864.0,161451218.0
2025-11-08,520743.0,0.0,520743.0,117471051.0,115757718.0,117471051.0,121013384.0,105757718.0,SAFE,135920865.0,149866038.0,161198522.0
2025-11-09,908720.0,0.0,908720.0,118379771.0,115757718.0,118379771.0,121013384.0,105757718.0,SAFE,136768228.0,150124611.0,160804822.0
2025-11-10,524004.0,0.0,524004.0,118903775.0,116487973.0,118903775.0,121773938.0,106487973.0,SAFE,137919386.0,150295176.0,160871824.0
2025-11-11,1013351.0,0.0,1013351.0,119917126.0,116464046.0,119917126.0,121868081.0,106464046.0,SAFE,138286183.0,150871148.0,160871824.0
2025-11-12,0.0,0.0,0.0,119917126.0,117372766.0,119917126.0,122369140.0,107372766.0,SAFE,138924358.0,151419368.0,160806297.0
2025-11-13,1140005.0,462335.0,677670.0,120594796.0,117541353.0,120594796.0,122866860.0,107541353.0,SAFE,139455330.0,151717644.0,
2025-11-14,94143.0,0.0,94143.0,120688939.0,118374222.0,120688939.0,123702562.0,108374222.0,SAFE,139954591.0,152490923.0,
2025-11-15,891863.0,0.0,891863.0,121580802.0,118374222.0,121580802.0,123805039.0,108374222.0,SAFE,140291820.0,152541117.0,
2025-11-16,497720.0,0.0,497720.0,122078522.0,119514227.0,122078522.0,124732311.0,109514227.0,SAFE,141399142.0,153362632.0,
2025-11-17,1161705.0,0.0,1161705.0,123240227.0,119246105.0,123240227.0,125859751.0,109246105.0,SAFE,141727744.0,154487559.0,
2025-11-18,102477.0,544670.0,-442193.0,122798034.0,120103936.0,122798034.0,126111208.0,110103936.0,SAFE,142467029.0,154956176.0,
2025-11-19,927272.0,0.0,927272.0,123725306.0,120256329.0,123725306.0,126947297.0,110256329.0,SAFE,144222671.0,156964141.0,
2025-11-20,1127440.0,355417.0,772023.0,124497329.0,121418034.0,124497329.0,126484962.0,111418034.0,SAFE,144599937.0,156932968.0,
2025-11-21,251457.0,180482.0,70975.0,124568304.0,121520511.0,124568304.0,127143139.0,111520511.0,SAFE,144257109.0,157046910.0,
2025-11-22,836089.0,0.0,836089.0,125404393.0,122321043.0,125404393.0,128617694.0,112321043.0,SAFE,144257109.0,157046910.0,
2025-11-23,0.0,0.0,0.0,125404393.0,123448483.0,125404393.0,129980074.0,113448483.0,SAFE,144456213.0,157594812.0,
2025-11-24,658177.0,362265.0,295912.0,125700305.0,123699940.0,125700305.0,129980074.0,113699940.0,SAFE,145251256.0,157722113.0,
2025-11-25,1474555.0,34032.0,1440523.0,127140828.0,124445189.0,127140828.0,129823265.0,114445189.0,SAFE,146315412.0,158543192.0,
2025-11-26,1362380.0,345327.0,1017053.0,128157881.0,124095928.0,128157881.0,130585974.0,114095928.0,SAFE,146357859.0,159123914.0,
2025-11-27,0.0,0.0,0.0,128157881.0,124586940.0,128157881.0,131118292.0,114586940.0,SAFE,146357859.0,159394632.0,
2025-11-28,387861.0,0.0,387861.0,128545742.0,125797210.0,128545742.0,131787545.0,115797210.0,SAFE,146424910.0,160152469.0,
2025-11-29,762709.0,126740.0,635969.0,129181711.0,127159590.0,129181711.0,132516512.0,117159590.0,SAFE,147198343.0,160685030.0,
2025-11-30,887735.0,0.0,887735.0,130069446.0,127159590.0,130069446.0,133397092.0,117159590.0,SAFE,148172356.0,160791770.0,
2025-12-01,849735.0,0.0,849735.0,130919181.0,127057848.0,130919181.0,134660110.0,117057848.0,SAFE,148588430.0,161155171.0,
2025-12-02,728967.0,90840.0,638127.0,131557308.0,127820557.0,131557308.0,134626078.0,117820557.0,SAFE,149851907.0,161664790.0,
2025-12-03,880580.0,349261.0,531319.0,132088627.0,128348016.0,132088627.0,135130976.0,118348016.0,SAFE,149851907.0,161772593.0,
2025-12-04,1625283.0,167165.0,1458118.0,133546745.0,129197751.0,133546745.0,135784032.0,119197751.0,SAFE,150860590.0,161772593.0,
2025-12-05,0.0,264285.0,-264285.0,133282460.0,129883527.0,133282460.0,137408759.0,119883527.0,SAFE,150553060.0,161451218.0,
2025-12-06,850225.0,0.0,850225.0,134132685.0,130764107.0,134132685.0,138129382.0,120764107.0,SAFE,150399864.0,161451218.0,
2025-12-07,653056.0,0.0,653056.0,134785741.0,131872368.0,134785741.0,139640816.0,121872368.0,SAFE,150399864.0,161451218.0,
2025-12-08,1624727.0,489603.0,1135124.0,135920865.0,131765402.0,135920865.0,140007613.0,121765402.0,SAFE,149866038.0,161198522.0,
2025-12-09,847363.0,0.0,847363.0,136768228.0,132615627.0,136768228.0,140598139.0,122615627.0,SAFE,150124611.0,160804822.0,
2025-12-10,1511434.0,360276.0,1151158.0,137919386.0,133088163.0,137919386.0,140779850.0,123088163.0,SAFE,150295176.0,160871824.0,
2025-12-11,366797.0,0.0,366797.0,138286183.0,134712890.0,138286183.0,141628968.0,124712890.0,SAFE,150871148.0,160871824.0,
2025-12-12,681366.0,43191.0,638175.0,138924358.0,135560253.0,138924358.0,141808878.0,125560253.0,SAFE,151419368.0,160806297.0,
2025-12-13,530972.0,0.0,530972.0,139455330.0,137071687.0,139455330.0,142916200.0,127071687.0,SAFE,151717644.0,,
2025-12-14,1016283.0,517022.0,499261.0,139954591.0,136940069.0,139954591.0,143425322.0,126940069.0,SAFE,152490923.0,,
2025-12-15,444195.0,106966.0,337229.0,140291820.0,137621435.0,140291820.0,143675004.0,127621435.0,SAFE,152541117.0,,
2025-12-16,1107322.0,0.0,1107322.0,141399142.0,138152407.0,141399142.0,145430646.0,128152407.0,SAFE,153362632.0,,
2025-12-17,509122.0,180520.0,328602.0,141727744.0,139168690.0,141727744.0,145447636.0,129168690.0,SAFE,154487559.0,,
2025-12-18,739285.0,0.0,739285.0,142467029.0,139612885.0,142467029.0,145603223.0,129612885.0,SAFE,154956176.0,,
2025-12-19,1755642.0,0.0,1755642.0,144222671.0,140377868.0,144222671.0,145560032.0,130377868.0,SAFE,156964141.0,,
2025-12-20,377266.0,0.0,377266.0,144599937.0,140886990.0,144599937.0,145759136.0,130886990.0,SAFE,156932968.0,,
2025-12-21,155587.0,498415.0,-342828.0,144257109.0,141626275.0,144257109.0,146037157.0,131626275.0,SAFE,157046910.0,,
2025-12-22,0.0,0.0,0.0,144257109.0,143055679.0,144257109.0,146994347.0,133055679.0,SAFE,157046910.0,,
2025-12-23,199104.0,0.0,199104.0,144456213.0,143362667.0,144456213.0,147379133.0,133362667.0,SAFE,157594812.0,,
2025-12-24,795043.0,0.0,795043.0,145251256.0,143451363.0,145251256.0,147198613.0,133451363.0,SAFE,157722113.0,,
2025-12-25,1064156.0,0.0,1064156.0,146315412.0,143451363.0,146315412.0,147265664.0,133451363.0,SAFE,158543192.0,,
2025-12-26,384786.0,342339.0,42447.0,146357859.0,143650467.0,146357859.0,148365335.0,133650467.0,SAFE,159123914.0,,
2025-12-27,0.0,0.0,0.0,146357859.0,144426070.0,146357859.0,149409626.0,134426070.0,SAFE,159394632.0,,
2025-12-28,67051.0,0.0,67051.0,146424910.0,145182696.0,146424910.0,149394176.0,135182696.0,SAFE,160152469.0,,
2025-12-29,1099671.0,326238.0,773433.0,147198343.0,145336929.0,147198343.0,150657653.0,135336929.0,SAFE,160685030.0,,
2025-12-30,1044291.0,70278.0,974013.0,148172356.0,145336929.0,148172356.0,150657653.0,135336929.0,SAFE,160791770.0,,
2025-12-31,482965.0,66891.0,416074.0,148588430.0,144870154.0,148588430.0,151685776.0,134870154.0,SAFE,161155171.0,,
2026-01-01,1263477.0,0.0,1263477.0,149851907.0,145969825.0,149851907.0,151685776.0,135969825.0,SAFE,161664790.0,,
2026-01-02,0.0,0.0,0.0,149851907.0,147014116.0,149851907.0,151420794.0,137014116.0,SAFE,161772593.0,,
2026-01-03,1028123.0,19440.0,1008683.0,150860590.0,147497081.0,150860590.0,151420794.0,137497081.0,SAFE,161772593.0,,
2026-01-04,0.0,307530.0,-307530.0,150553060.0,148502697.0,150553060.0,151420794.0,138502697.0,SAFE,161451218.0,,
2026-01-05,77357.0,230553.0,-153196.0,150399864.0,147952585.0,150399864.0,151353129.0,137952585.0,SAFE,161451218.0,,
2026-01-06,0.0,0.0,0.0,150399864.0,148742215.0,150399864.0,151453416.0,138742215.0,SAFE,161451218.0,,
2026-01-07,0.0,533826.0,-533826.0,149866038.0,147859669.0,149866038.0,151962497.0,137859669.0,SAFE,161198522.0,,
2026-01-08,258573.0,0.0,258573.0,150124611.0,147861868.0,150124611.0,152768578.0,137861868.0,SAFE,160804822.0,,
2026-01-09,170565.0,0.0,170565.0,150295176.0,147861868.0,150295176.0,153616966.0,137861868.0,SAFE,160871824.0,,
2026-01-10,575972.0,0.0,575972.0,150871148.0,147648134.0,150871148.0,154609298.0,137648134.0,SAFE,160871824.0,,
2026-01-11,806081.0,257861.0,548220.0,151419368.0,147906707.0,151419368.0,155234508.0,137906707.0,SAFE,160806297.0,,
2026-01-12,848388.0,550112.0,298276.0,151717644.0,147773470.0,151717644.0,155900628.0,137773470.0,SAFE,,,
2026-01-13,1011772.0,238493.0,773279.0,152490923.0,147655166.0,152490923.0,157025555.0,137655166.0,SAFE,,,
2026-01-14,932740.0,882546.0,50194.0,152541117.0,148461247.0,152541117.0,157174080.0,138461247.0,SAFE,,,
2026-01-15,896673.0,75158.0,821515.0,153362632.0,149093906.0,153362632.0,159182045.0,139093906.0,SAFE,,,
2026-01-16,1124927.0,0.0,1124927.0,154487559.0,149575757.0,154487559.0,159454674.0,139575757.0,SAFE,,,
2026-01-17,682351.0,213734.0,468617.0,154956176.0,150508497.0,154956176.0,160262892.0,140508497.0,SAFE,,,
2026-01-18,2007965.0,0.0,2007965.0,156964141.0,151023778.0,156964141.0,160005031.0,141023778.0,SAFE,,,
2026-01-19,272629.0,303802.0,-31173.0,156932968.0,151705131.0,156932968.0,160218550.0,141705131.0,SAFE,,,
2026-01-20,808218.0,694276.0,113942.0,157046910.0,152387482.0,157046910.0,160637279.0,142387482.0,SAFE,,,
2026-01-21,0.0,0.0,0.0,157046910.0,154044348.0,157046910.0,160575812.0,144044348.0,SAFE,,,
2026-01-22,763631.0,215729.0,547902.0,157594812.0,153968831.0,157594812.0,161462768.0,143968831.0,SAFE,,,
2026-01-23,657222.0,529921.0,127301.0,157722113.0,154494422.0,157722113.0,162177060.0,144494422.0,SAFE,,,
2026-01-24,821079.0,0.0,821079.0,158543192.0,154494422.0,158543192.0,162721163.0,144494422.0,SAFE,,,
2026-01-25,962114.0,381392.0,580722.0,159123914.0,154903553.0,159123914.0,163604823.0,144903553.0,SAFE,,,
2026-01-26,714292.0,443574.0,270718.0,159394632.0,155560775.0,159394632.0,163755907.0,145560775.0,SAFE,,,
2026-01-27,757837.0,0.0,757837.0,160152469.0,156060479.0,160152469.0,163707659.0,146060479.0,SAFE,,,
2026-01-28,883660.0,351099.0,532561.0,160685030.0,157022593.0,160685030.0,164217278.0,147022593.0,SAFE,,,
2026-01-29,454886.0,348146.0,106740.0,160791770.0,157736885.0,160791770.0,164463852.0,147736885.0,SAFE,,,
2026-01-30,646028.0,282627.0,363401.0,161155171.0,158242026.0,161155171.0,163933931.0,148242026.0,SAFE,,,
2026-01-31,509619.0,0.0,509619.0,161664790.0,158731986.0,161664790.0,163933931.0,148731986.0,SAFE,,,
2026-02-01,462303.0,354500.0,107803.0,161772593.0,158930670.0,161772593.0,163552539.0,148930670.0,SAFE,,,
2026-02-02,0.0,0.0,0.0,161772593.0,159576698.0,161772593.0,163108965.0,149576698.0,SAFE,,,
2026-02-03,0.0,321375.0,-321375.0,161451218.0,160020790.0,161451218.0,163108965.0,150020790.0,SAFE,,,
2026-02-04,0.0,0.0,0.0,161451218.0,160483093.0,161451218.0,162757866.0,150483093.0,SAFE,,,
2026-02-05,0.0,0.0,0.0,161451218.0,160483093.0,161451218.0,162732924.0,150483093.0,SAFE,,,
2026-02-06,0.0,252696.0,-252696.0,161198522.0,160483093.0,161198522.0,162450297.0,150483093.0,SAFE,,,
2026-02-07,0.0,393700.0,-393700.0,160804822.0,160483093.0,160804822.0,162450297.0,150483093.0,SAFE,,,
2026-02-08,323204.0,256202.0,67002.0,160871824.0,160483093.0,160871824.0,162095797.0,150483093.0,SAFE,,,
2026-02-09,0.0,0.0,0.0,160871824.0,160483093.0,160871824.0,162095797.0,150483093.0,SAFE,,,
2026-02-10,0.0,65527.0,-65527.0,160806297.0,160483093.0,160806297.0,161774422.0,150483093.0,SAFE,,,
2026-02-11,,,,,160806297.0,160806297.0,161774422.0,150806297.0,SAFE,,,
2026-02-12,,,,,160806297.0,160806297.0,161774422.0,150806297.0,SAFE,,,
2026-02-13,,,,,160806297.0,160806297.0,161521726.0,150806297.0,SAFE,,,
2026-02-14,,,,,160806297.0,160806297.0,161128026.0,150806297.0,SAFE,,,
2026-02-15,,,,,160806297.0,160806297.0,160871824.0,150806297.0,SAFE,,,
2026-02-16,,,,,160806297.0,160806297.0,160871824.0,150806297.0,SAFE,,,
2026-02-17,,,,,160806297.0,160806297.0,160806297.0,150806297.0,SAFE,,,
